,watchers,stars,forks,type,issues,size,open_issues_count,num_languages,language_1,language_1_size,language_2,language_2_size,language_3,language_3_size
15572,2,2,0,User,0,76,0,0,0,0.0,0,0.0,0,0.0
114741,1,1,1,User,0,1732,0,0,JavaScript,0.0,0,0.0,0,0.0
93990,1,1,0,User,0,88,0,1,Ruby,3419.0,0,0.0,0,0.0
113761,1,1,1,User,0,129,0,0,0,0.0,0,0.0,0,0.0
93288,2,41,2,User,1,714,1,1,JavaScript,65107.0,0,0.0,0,0.0
127068,1,1,1,User,0,20642,0,0,PHP,0.0,0,0.0,0,0.0
113241,1,2,1,User,2,1474,2,1,Java,75797.0,0,0.0,0,0.0
112934,1,2,0,User,0,96,0,0,0,0.0,0,0.0,0,0.0
109131,2,1,0,User,0,18352,0,2,Ruby,635803.0,JavaScript,461911.0,0,0.0
110968,1,4,0,User,1,141,1,1,Python,7953.0,0,0.0,0,0.0
14691,1,26,3,User,0,139,0,1,Ruby,41462.0,0,0.0,0,0.0
81234,1,1,0,User,0,404,0,0,0,0.0,0,0.0,0,0.0
119108,1,1,1,User,0,14544,0,0,JavaScript,0.0,0,0.0,0,0.0
6978,9,85,16,User,0,2300,0,4,C,557251.0,Objective-C,320792.0,Ruby,12447.0
118873,1,0,1,Organization,0,3398,0,0,Ruby,0.0,0,0.0,0,0.0
113117,1,1,0,User,0,808,0,2,Ruby,50019.0,JavaScript,148.0,0,0.0
127063,1,1,1,User,0,1149,0,0,Ruby,0.0,0,0.0,0,0.0
58262,2,6,1,User,0,118,0,1,Java,25396.0,0,0.0,0,0.0
38475,2,1,0,User,0,88,0,1,C++,19109.0,0,0.0,0,0.0
112060,1,1,1,User,0,123,0,2,JavaScript,69233.0,Ruby,8846.0,0,0.0
132600,1,2,1,User,0,220,0,1,Python,60522.0,0,0.0,0,0.0
42356,2,1,1,User,1,148,1,1,Ruby,7948.0,0,0.0,0,0.0
20721,2,16,6,User,1,127,1,2,Erlang,23435.0,Perl,778.0,0,0.0
77448,2,4,0,User,0,2804,0,4,Perl,692475.0,JavaScript,6563.0,Shell,1625.0
59449,4,6,2,User,0,168,0,1,Ruby,47744.0,0,0.0,0,0.0
28203,2,19,9,User,0,100,0,1,Python,6214.0,0,0.0,0,0.0
34786,1,1,0,User,0,12408,0,1,Java,7372.0,0,0.0,0,0.0
53799,1,1,0,User,0,4712,0,0,0,0.0,0,0.0,0,0.0
85681,2,6,0,User,0,113,0,1,JavaScript,93831.0,0,0.0,0,0.0
55600,2,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
127317,1,1,1,User,0,493,0,0,Java,0.0,0,0.0,0,0.0
116291,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
74129,1,1,1,User,0,4756,0,2,Ruby,77046.0,JavaScript,20059.0,0,0.0
133543,1,2,0,User,0,104,0,2,C,9240.0,Ruby,70.0,0,0.0
47454,2,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
47667,2,1,0,User,0,76,0,0,0,0.0,0,0.0,0,0.0
109711,1,1,1,User,0,878,0,1,PHP,4395544.0,0,0.0,0,0.0
12922,2,4,0,User,0,80,0,0,0,0.0,0,0.0,0,0.0
134755,1,1,0,User,0,96,0,1,Java,622.0,0,0.0,0,0.0
104699,1,1,0,User,0,6176,0,2,C,1257614.0,Shell,703332.0,0,0.0
64196,2,1,1,User,0,80,0,1,PHP,7029.0,0,0.0,0,0.0
98056,1,1,1,User,0,139,0,2,Java,78946.0,C++,42601.0,0,0.0
104274,1,2,0,User,0,107,0,1,JavaScript,19072.0,0,0.0,0,0.0
48020,2,3,1,User,0,439,0,1,Python,16626.0,0,0.0,0,0.0
115777,2,2,1,User,0,420892,0,9,PHP,76304846.0,JavaScript,14685116.0,Gherkin,2567736.0
86749,4,4,1,Organization,0,10931,0,3,JavaScript,432912.0,Python,86291.0,Shell,106.0
135839,0,1,0,User,0,8588,0,2,Python,23300.0,C++,1842.0,0,0.0
111724,1,2,2,User,1,163,1,0,0,0.0,0,0.0,0,0.0
94486,1,1,0,User,1,88,1,0,0,0.0,0,0.0,0,0.0
88427,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
6712,2,2,0,User,0,13008,0,1,Ruby,785931.0,0,0.0,0,0.0
19081,2,2,0,User,0,8053,0,0,JavaScript,0.0,0,0.0,0,0.0
107164,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
54032,2,1,0,User,0,72,0,1,C++,971.0,0,0.0,0,0.0
64975,53,252,125,Organization,36,1045,36,1,PHP,271443.0,0,0.0,0,0.0
24704,2,2,0,User,0,1072,0,0,C++,0.0,0,0.0,0,0.0
113079,1,1,0,User,0,92,0,0,0,0.0,0,0.0,0,0.0
32810,2,1,1,User,0,430,0,0,Ruby,0.0,0,0.0,0,0.0
121976,1,1,1,User,0,7647,0,0,C,0.0,0,0.0,0,0.0
20994,2,2,0,User,0,657,0,2,Ruby,100190.0,JavaScript,148.0,0,0.0
64514,2,1,1,User,0,699,0,0,JavaScript,0.0,0,0.0,0,0.0
24766,2,7,0,User,0,80,0,1,Ruby,4696.0,0,0.0,0,0.0
35540,2,1,0,User,0,296,0,1,C#,4215.0,0,0.0,0,0.0
57242,2,1,1,User,0,14007,0,0,PHP,0.0,0,0.0,0,0.0
80431,17,148,46,Organization,36,1377,36,2,Groovy,95391.0,Java,3630.0,0,0.0
111889,1,1,1,User,0,1633,0,0,Objective-C,0.0,0,0.0,0,0.0
106184,1,2,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
100463,1,1,1,User,0,215,0,2,Ruby,2811.0,Python,1206.0,0,0.0
55487,2,1,0,User,0,112,0,1,JavaScript,8706.0,0,0.0,0,0.0
131048,1,1,0,User,0,112,0,1,Java,3189.0,0,0.0,0,0.0
69677,0,1,1,Organization,0,87,0,1,Ruby,1693.0,0,0.0,0,0.0
31978,2,1,1,User,0,84,0,0,0,0.0,0,0.0,0,0.0
102371,1,1,0,User,0,1616,0,0,0,0.0,0,0.0,0,0.0
43774,1,2,0,User,0,72,0,1,Python,1594.0,0,0.0,0,0.0
27105,2,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
92778,1,1,1,User,0,404,0,3,Ruby,368803.0,Shell,14307.0,Perl,12179.0
55179,2,1,1,User,0,191,0,0,Java,0.0,0,0.0,0,0.0
27408,2,2,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
29324,34,644,129,User,11,238,11,3,JavaScript,66571.0,CSS,4599.0,HTML,1157.0
74713,1,10,4,User,0,63,0,2,Python,24437.0,JavaScript,1004.0,0,0.0
129502,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
125581,2,2,0,Organization,0,804,0,3,JavaScript,449218.0,Python,66669.0,Shell,710.0
27264,9,4,5,Organization,0,89,0,1,PHP,10073.0,0,0.0,0,0.0
22867,2,2,0,User,0,1013,0,1,JavaScript,32235.0,0,0.0,0,0.0
12717,3,2,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
190,5,41,10,Organization,0,4245,0,2,Ruby,59742.0,JavaScript,16297.0,0,0.0
120288,1,1,0,User,0,508,0,0,0,0.0,0,0.0,0,0.0
63829,3,40,5,User,1,905,1,1,JavaScript,8278.0,0,0.0,0,0.0
43110,2,21,4,User,0,1914,0,2,PHP,62566.0,JavaScript,5519.0,0,0.0
122637,1,19,1,User,0,1346,0,1,Emacs Lisp,601171.0,0,0.0,0,0.0
24008,2,2,0,User,0,1308,0,1,Perl,5619.0,0,0.0,0,0.0
132245,2,2,1,User,0,88,0,0,Objective-C,0.0,0,0.0,0,0.0
120890,1,1,0,User,0,96,0,0,0,0.0,0,0.0,0,0.0
52303,2,1,1,User,0,7945,0,0,PHP,0.0,0,0.0,0,0.0
124892,1,1,1,User,0,1236,0,3,JavaScript,70974.0,Python,1794.0,Shell,459.0
129450,1,1,1,User,0,30,0,1,Perl,51641.0,0,0.0,0,0.0
5403,2,3,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
103977,0,0,7,User,0,97,0,0,PHP,0.0,0,0.0,0,0.0
39989,1,1,0,User,0,29,0,1,Lua,380.0,0,0.0,0,0.0
102569,5,29,10,User,3,512,3,3,Python,8365.0,PHP,1850.0,Shell,823.0
48099,2,1,1,User,0,23611,0,3,Ruby,477093.0,JavaScript,53102.0,Shell,988.0
86594,11,13,4,User,103,4340,103,4,Mathematica,561101.0,C++,35173.0,C,16768.0
134683,1,1,0,User,0,88,0,0,0,0.0,0,0.0,0,0.0
76678,1,4,1,User,0,339,0,1,JavaScript,8878.0,0,0.0,0,0.0
90414,14,168,27,User,22,10624,22,2,C#,1177894.0,Shell,47.0,0,0.0
76772,1,0,0,User,0,200,0,1,C,23128.0,0,0.0,0,0.0
48137,2,2,0,User,0,245,0,1,Python,147241.0,0,0.0,0,0.0
56532,4,3,0,User,0,11436,0,2,JavaScript,153203.0,Ruby,111780.0,0,0.0
18794,2,4,3,User,0,89,0,1,Python,11934.0,0,0.0,0,0.0
28369,7,55,13,User,9,140,9,1,Ruby,42682.0,0,0.0,0,0.0
19680,2,10,2,User,1,38,1,1,Ruby,34759.0,0,0.0,0,0.0
89102,1,26,3,User,0,820,0,1,PHP,106002.0,0,0.0,0,0.0
5226,2,5,1,User,0,104,0,1,Ruby,15726.0,0,0.0,0,0.0
4434,2,1,0,User,0,2097,0,2,Ruby,645537.0,JavaScript,8925.0,0,0.0
61664,2,1,0,User,0,88,0,0,0,0.0,0,0.0,0,0.0
48198,2,1,0,User,0,5,0,1,Haskell,2612.0,0,0.0,0,0.0
132417,1,3,1,Organization,0,158,0,1,Ruby,37928.0,0,0.0,0,0.0
123853,1,1,0,User,0,4724,0,3,C++,66360.0,Python,1428.0,Perl,1007.0
112789,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
113096,1,2,0,User,0,588,0,1,JavaScript,10416.0,0,0.0,0,0.0
7719,2,2,0,User,0,162,0,1,Java,53720.0,0,0.0,0,0.0
20465,2,2,0,User,0,268,0,2,JavaScript,78395.0,PHP,3.0,0,0.0
1808,2,3,1,User,0,66135,0,18,Ruby,8328422.0,C,6111428.0,Shell,1104482.0
108786,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
133989,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
39259,2,1,0,User,0,76,0,1,Ruby,2471.0,0,0.0,0,0.0
75156,1,2,1,User,0,79,0,1,Ruby,3541.0,0,0.0,0,0.0
91307,1,1,0,User,0,76,0,0,0,0.0,0,0.0,0,0.0
61731,2,1,1,User,0,94,0,0,Ruby,0.0,0,0.0,0,0.0
70974,1,2,1,User,0,4187,0,1,C#,1388285.0,0,0.0,0,0.0
8290,35,3,1,Organization,0,5496,0,0,0,0.0,0,0.0,0,0.0
7788,2,2,2,User,0,104,0,1,Haskell,80289.0,0,0.0,0,0.0
14220,2,5,0,User,0,176,0,2,Ruby,47889.0,JavaScript,148.0,0,0.0
107813,6,2,0,User,0,116,0,1,Ruby,10626.0,0,0.0,0,0.0
84069,1,1,1,User,0,140,0,2,C,61213.0,C++,5658.0,0,0.0
108430,1,1,1,User,0,81,0,0,0,0.0,0,0.0,0,0.0
54041,2,4,1,User,0,84,0,1,Perl,7024.0,0,0.0,0,0.0
22847,2,4,1,User,0,89545,0,6,C,20116056.0,Python,32660.0,Perl,23420.0
132370,2,2,0,User,0,30044,0,2,Ruby,75990.0,PHP,1174.0,0,0.0
92199,1,5,0,User,0,212,0,1,Ruby,17104.0,0,0.0,0,0.0
73219,1,2,0,User,0,156,0,0,0,0.0,0,0.0,0,0.0
130512,0,1,0,Organization,0,108,0,1,Python,13370.0,0,0.0,0,0.0
132931,0,1,0,Organization,0,1856,0,4,Ruby,184785.0,JavaScript,120952.0,PHP,4347.0
11837,2,3,0,User,0,1101,0,2,Ruby,336508.0,JavaScript,1548.0,0,0.0
54887,2,1,1,User,0,90,0,0,Ruby,0.0,0,0.0,0,0.0
18081,1,2,0,Organization,0,484,0,1,Python,105172.0,0,0.0,0,0.0
6265,2,2,0,User,0,92,0,1,Ruby,2459.0,0,0.0,0,0.0
81212,0,1,0,User,0,184,0,2,Python,31675.0,JavaScript,9439.0,0,0.0
45665,3,5,3,User,0,129,0,2,C,72500.0,Python,26054.0,0,0.0
45243,2,1,1,User,0,340,0,0,Ruby,0.0,0,0.0,0,0.0
105782,1,13,8,User,1,258,1,1,Java,54818.0,0,0.0,0,0.0
25215,2,2,0,User,0,80,0,0,0,0.0,0,0.0,0,0.0
112329,1,1,1,User,0,17285,0,0,JavaScript,0.0,0,0.0,0,0.0
129146,1,1,1,User,0,98,0,1,JavaScript,2934.0,0,0.0,0,0.0
44945,2,4,1,User,1,3515,1,1,HTML,1329.0,0,0.0,0,0.0
128448,0,1,0,User,0,152,0,2,JavaScript,70042.0,Ruby,671.0,0,0.0
79283,1,5,2,User,0,137,0,1,Ruby,9820.0,0,0.0,0,0.0
2550,2,2,0,User,0,88,0,1,Shell,330.0,0,0.0,0,0.0
105994,2,16,2,User,0,170,0,1,Python,97684.0,0,0.0,0,0.0
111961,0,2,1,User,0,92,0,1,Ruby,4501.0,0,0.0,0,0.0
47061,2,1,0,User,0,124,0,1,C#,5111.0,0,0.0,0,0.0
46789,4,2,1,User,10,5785,10,1,C++,100758.0,0,0.0,0,0.0
92120,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
20463,1,2,0,User,0,5565,0,2,Ruby,92713.0,JavaScript,16408.0,0,0.0
22028,1,2,0,User,0,1586,0,0,Ruby,0.0,0,0.0,0,0.0
25090,2,2,0,User,0,1014,0,3,CSS,4849.0,HTML,2200.0,JavaScript,667.0
91920,1,2,0,User,0,148,0,2,Python,60986.0,C,16308.0,0,0.0
126960,1,2,0,User,0,100,0,1,Erlang,11129.0,0,0.0,0,0.0
23945,6,11,6,Organization,1,445,1,1,Ruby,62860.0,0,0.0,0,0.0
98748,1,1,1,User,0,223,0,2,HTML,5037.0,JavaScript,1405.0,0,0.0
47025,2,1,0,User,0,80,0,1,Haskell,5645.0,0,0.0,0,0.0
49224,1,2,0,User,0,80,0,1,JavaScript,7198.0,0,0.0,0,0.0
56384,2,1,0,User,0,104,0,1,Java,66311.0,0,0.0,0,0.0
72863,0,0,0,User,0,1608,0,6,PHP,88264.0,C,35447.0,Java,26232.0
87464,1,1,1,User,0,105,0,1,PHP,4753.0,0,0.0,0,0.0
38603,2,1,1,User,0,867,0,0,Ruby,0.0,0,0.0,0,0.0
19413,2,2,0,User,0,76,0,0,0,0.0,0,0.0,0,0.0
78527,1,7,2,User,0,80,0,1,Ruby,27170.0,0,0.0,0,0.0
128238,1,1,1,User,0,64,0,0,JavaScript,0.0,0,0.0,0,0.0
12147,2,3,0,User,0,88,0,0,0,0.0,0,0.0,0,0.0
98764,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
10397,2,4,3,User,0,225,0,2,Ruby,52325.0,JavaScript,25082.0,0,0.0
8629,2,2,0,User,0,1296,0,3,Shell,472.0,Ruby,336.0,Objective-C,195.0
123539,1,1,0,User,0,92,0,1,Ruby,1957.0,0,0.0,0,0.0
123983,1,1,0,User,0,92,0,1,JavaScript,2362.0,0,0.0,0,0.0
83386,1,1,1,User,0,27346,0,1,Ruby,398586.0,0,0.0,0,0.0
48270,2,1,1,User,0,153,0,0,JavaScript,0.0,0,0.0,0,0.0
8801,2,2,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
29093,2,4,3,User,1,258,1,1,Perl,22215.0,0,0.0,0,0.0
87991,0,1,0,User,0,92,0,1,C#,5228.0,0,0.0,0,0.0
55333,2,1,0,User,0,87,0,0,Ruby,0.0,0,0.0,0,0.0
93249,1,1,1,Organization,0,3285,0,2,JavaScript,63007.0,Ruby,10147.0,0,0.0
45846,2,1,1,User,0,99,0,0,C,0.0,0,0.0,0,0.0
48425,2,2,0,User,0,82,0,1,Ruby,1799.0,0,0.0,0,0.0
34118,1,1,1,User,0,108,0,1,Ruby,15515.0,0,0.0,0,0.0
82020,1,0,0,User,0,80,0,1,JavaScript,1335.0,0,0.0,0,0.0
23174,20,185,58,User,3,132,3,1,Emacs Lisp,26166.0,0,0.0,0,0.0
75134,3,3,0,User,0,12180,0,2,HTML,7287.0,CSS,3268.0,0,0.0
61073,2,0,1,User,0,6132,0,3,Python,1189031.0,JavaScript,711228.0,PHP,1052.0
94006,1,1,0,User,0,92,0,0,0,0.0,0,0.0,0,0.0
71829,1,6,1,User,0,80,0,2,Nu,13003.0,Objective-C,1679.0,0,0.0
40456,1,2,1,Organization,0,6051,0,2,Ruby,102585.0,JavaScript,52961.0,0,0.0
115109,2,1,0,Organization,0,244,0,3,C++,107114.0,Ruby,27309.0,C,1563.0
99658,1,2,0,User,1,116,1,1,C++,14068.0,0,0.0,0,0.0
37055,2,0,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
110360,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
95811,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
18995,2,2,0,User,0,5745,0,1,JavaScript,699775.0,0,0.0,0,0.0
130528,1,1,1,User,0,96,0,1,Ruby,10167.0,0,0.0,0,0.0
96122,2,7,0,User,0,6528,0,4,Ruby,260272.0,JavaScript,132353.0,CoffeeScript,70161.0
