,watchers,stars,forks,type,issues,size,open_issues_count,num_languages,language_1,language_1_size,language_2,language_2_size,language_3,language_3_size
132661,1,33,13,User,0,1683,0,2,Ruby,330019.0,JavaScript,8089.0,0,0.0
32275,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
69467,1,2,0,User,0,196,0,0,0,0.0,0,0.0,0,0.0
74944,14,12,18,User,0,91,0,1,Common Lisp,38790.0,0,0.0,0,0.0
126303,1,1,0,Organization,0,284,0,1,PHP,8627.0,0,0.0,0,0.0
44735,2,4,1,User,0,87,0,1,Ruby,5583.0,0,0.0,0,0.0
14789,2,2,0,User,0,80,0,0,0,0.0,0,0.0,0,0.0
44868,2,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
39284,2,1,0,User,0,76,0,0,0,0.0,0,0.0,0,0.0
134342,1,2,2,User,0,204,0,3,Python,13581.0,JavaScript,2597.0,CSS,1179.0
62315,2,1,1,User,0,440622,0,0,Python,0.0,0,0.0,0,0.0
106062,1,1,0,User,0,26300,0,7,C++,5709129.0,C,1049494.0,C#,303183.0
65178,2,1,0,User,0,4760,0,2,Ruby,22881.0,JavaScript,148.0,0,0.0
109399,2,38,6,User,1,138,1,3,Python,26997.0,JavaScript,745.0,Shell,389.0
89522,1,2,1,User,0,569,0,0,Ruby,0.0,0,0.0,0,0.0
54030,2,2,1,User,0,326,0,1,Perl,90990.0,0,0.0,0,0.0
132778,1,1,0,User,0,92,0,1,Ruby,4172.0,0,0.0,0,0.0
20259,2,2,0,User,0,80,0,1,Python,3046.0,0,0.0,0,0.0
96342,1,1,0,User,0,184,0,2,C++,10648.0,Shell,22.0,0,0.0
111879,1,1,0,User,0,100,0,1,Python,24277.0,0,0.0,0,0.0
64239,2,2,0,User,0,184,0,1,Python,14431.0,0,0.0,0,0.0
19042,2,2,0,User,0,136,0,2,JavaScript,25082.0,Ruby,23448.0,0,0.0
21658,2,3,0,User,0,2968,0,1,Ruby,500171.0,0,0.0,0,0.0
130734,0,4,1,Organization,0,460,0,2,Ruby,24961.0,Shell,7306.0,0,0.0
69321,1,2,0,User,0,256,0,1,JavaScript,155943.0,0,0.0,0,0.0
120411,21,36,21,Organization,5,284,5,1,Java,15415.0,0,0.0,0,0.0
96970,3,3,1,User,0,36,0,3,Ruby,17223.0,HTML,15769.0,CSS,607.0
128318,1,1,2,User,0,109,0,2,CSS,19999.0,PHP,4198.0,0,0.0
99872,1,0,1,User,0,225,0,1,Ruby,14967.0,0,0.0,0,0.0
69465,1,3,1,User,0,3606,0,2,JavaScript,34737.0,Python,9356.0,0,0.0
98570,1,1,0,User,0,996,0,4,JavaScript,168200.0,HTML,26506.0,CSS,26061.0
82811,1,1,4,User,0,2043,0,0,Python,0.0,0,0.0,0,0.0
126156,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
54213,2,1,0,User,0,6796,0,2,PHP,4342489.0,JavaScript,1304500.0,0,0.0
62479,2,1,0,User,0,268,0,1,C,149312.0,0,0.0,0,0.0
106436,1,1,1,User,0,313,0,2,Objective-C,146205.0,C++,36052.0,0,0.0
89961,1,1,1,User,0,4561,0,0,C++,0.0,0,0.0,0,0.0
34217,2,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
64833,2,1,1,User,0,1505,0,1,Ruby,272793.0,0,0.0,0,0.0
91749,2,5,1,User,0,169,0,1,Ruby,89108.0,0,0.0,0,0.0
6187,2,2,1,User,0,19946,0,2,Ruby,62702.0,JavaScript,0.0,0,0.0
1318,2,3,0,User,0,891,0,2,JavaScript,58477.0,Ruby,30013.0,0,0.0
60842,2,1,0,User,0,104,0,0,0,0.0,0,0.0,0,0.0
118062,1,1,1,User,0,149,0,0,JavaScript,0.0,0,0.0,0,0.0
87624,1,1,0,User,0,756,0,2,Java,126748.0,Groovy,87366.0,0,0.0
70462,1,1,1,User,0,14640,0,0,Ruby,0.0,0,0.0,0,0.0
24915,3,74,5,User,0,100,0,1,Ruby,17980.0,0,0.0,0,0.0
86769,36,7,3,Organization,0,690,0,2,JavaScript,15885.0,PHP,9144.0,0,0.0
106615,1,2,0,User,0,680,0,2,Python,11270.0,JavaScript,2273.0,0,0.0
36477,2,0,0,User,0,804,0,2,ActionScript,15439.0,Shell,71.0,0,0.0
50656,2,7,6,User,0,125,0,1,Shell,1520.0,0,0.0,0,0.0
99971,2,2,0,User,0,1112,0,2,C#,132693.0,ASP,7910.0,0,0.0
102879,1,1,1,User,0,165,0,0,Java,0.0,0,0.0,0,0.0
29502,2,2,0,User,0,92,0,1,Ruby,1548.0,0,0.0,0,0.0
47508,2,1,0,User,0,76,0,1,Python,198.0,0,0.0,0,0.0
21951,2,3,0,User,0,576,0,1,Ruby,20198.0,0,0.0,0,0.0
113510,1,8,0,User,1,12857,1,3,VimL,588204.0,Haskell,95641.0,Shell,12297.0
131365,1,1,0,User,0,40848,0,1,Scala,3994.0,0,0.0,0,0.0
39609,2,2,1,User,0,618,0,1,Python,111266.0,0,0.0,0,0.0
1724,2,3,0,User,0,586,0,1,Ruby,1013.0,0,0.0,0,0.0
127867,0,1,1,User,0,112,0,1,JavaScript,70.0,0,0.0,0,0.0
103286,1,1,1,User,0,1284,0,4,C,258232.0,JavaScript,23453.0,Python,9431.0
90579,1,1,0,User,0,76,0,0,0,0.0,0,0.0,0,0.0
124009,1,1,0,User,0,96,0,1,Shell,1503.0,0,0.0,0,0.0
136106,1,1,1,User,0,2703,0,0,JavaScript,0.0,0,0.0,0,0.0
50568,2,1,0,User,0,82912,0,0,0,0.0,0,0.0,0,0.0
86078,1,1,0,User,0,8552,0,0,0,0.0,0,0.0,0,0.0
130118,1,1,1,User,0,359,0,1,Ruby,55837.0,0,0.0,0,0.0
127297,3,3,2,User,0,1052,0,4,Python,667147.0,C#,119916.0,Java,60010.0
35720,2,3,1,User,0,159,0,1,JavaScript,61345.0,0,0.0,0,0.0
118833,0,0,0,User,0,756,0,3,CSS,3137.0,Shell,782.0,Ruby,40.0
52364,2,3,0,User,0,157,0,1,Python,11795.0,0,0.0,0,0.0
40078,3,11,2,User,0,147,0,2,Ruby,14162.0,JavaScript,9473.0,0,0.0
77561,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
80480,1,0,0,User,0,100,0,0,0,0.0,0,0.0,0,0.0
61828,2,2,1,User,0,15828,0,3,C#,4573831.0,C++,2816.0,C,4.0
65095,1,1,1,Organization,0,32596,0,2,Ruby,46784.0,JavaScript,148.0,0,0.0
7426,4,8,0,User,0,5548,0,1,Ruby,83688.0,0,0.0,0,0.0
8570,2,3,0,User,0,157,0,1,JavaScript,226900.0,0,0.0,0,0.0
130185,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
134599,4,2,1,Organization,0,328,0,0,Ruby,0.0,0,0.0,0,0.0
126669,1,1,0,User,0,11264,0,2,JavaScript,234160.0,Ruby,96764.0,0,0.0
64886,2,1,0,User,0,88,0,1,Java,6962.0,0,0.0,0,0.0
30471,3,40,3,User,1,83,1,1,Python,12913.0,0,0.0,0,0.0
118422,14,1,1,Organization,0,304,0,2,PHP,60827.0,JavaScript,40733.0,0,0.0
71508,1,7,2,User,2,751,2,2,JavaScript,122314.0,CSS,6537.0,0,0.0
90247,1,3,0,User,1,292,1,1,C#,45488.0,0,0.0,0,0.0
48515,3,12,3,User,0,602,0,1,Ruby,20626.0,0,0.0,0,0.0
22319,2,4,0,User,0,448,0,2,Lua,225467.0,Shell,3691.0,0,0.0
132752,1,1,1,User,0,8223,0,3,Python,1539972.0,JavaScript,719983.0,PHP,1052.0
66167,1,2,0,Organization,0,108,0,1,Emacs Lisp,13665.0,0,0.0,0,0.0
94042,1,1,0,User,0,168,0,2,Ruby,15296.0,JavaScript,148.0,0,0.0
13694,2,3,0,User,0,100,0,0,0,0.0,0,0.0,0,0.0
84908,3,20,11,User,0,92,0,1,Python,7877.0,0,0.0,0,0.0
77732,1,2,1,User,0,94,0,1,PHP,14923.0,0,0.0,0,0.0
109048,1,1,0,User,0,1844,0,2,JavaScript,116536.0,Python,84050.0,0,0.0
58735,2,1,1,User,0,88,0,0,0,0.0,0,0.0,0,0.0
115769,1,2,1,User,0,5296,0,0,JavaScript,0.0,0,0.0,0,0.0
131114,1,1,0,User,0,96,0,1,C,9467.0,0,0.0,0,0.0
83180,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
97055,1,10,3,User,0,2925,0,2,Objective-C,144426.0,C,48928.0,0,0.0
69652,1,1,1,User,0,136,0,1,Objective-C,18840.0,0,0.0,0,0.0
106991,2,2,0,User,0,32024,0,2,Java,8449.0,Python,1474.0,0,0.0
42423,2,1,1,User,0,1507,0,0,JavaScript,0.0,0,0.0,0,0.0
117353,1,1,0,User,0,92,0,1,Ruby,405.0,0,0.0,0,0.0
1080,2,42,12,User,0,90,0,1,Ruby,36542.0,0,0.0,0,0.0
37566,2,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
112905,1,0,0,User,0,92,0,1,Perl,3480.0,0,0.0,0,0.0
95088,1,1,1,User,0,2718,0,3,JavaScript,74648.0,Ruby,17726.0,Shell,192.0
63631,2,1,0,User,0,760,0,2,C++,79974.0,Shell,264.0,0,0.0
59247,2,1,0,User,0,22980,0,2,Python,16005.0,Shell,6385.0,0,0.0
90501,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
91097,1,2,1,User,0,81,0,1,JavaScript,9996.0,0,0.0,0,0.0
16311,2,2,0,User,0,15173,0,1,Ruby,10825.0,0,0.0,0,0.0
10235,2,2,0,User,0,252,0,1,JavaScript,60213.0,0,0.0,0,0.0
40801,2,2,0,User,0,76,0,0,0,0.0,0,0.0,0,0.0
136890,1,2,1,User,0,2862,0,0,Python,0.0,0,0.0,0,0.0
127057,1,1,0,User,0,96,0,2,C++,1411.0,C,87.0,0,0.0
11039,2,2,0,User,0,1545,0,1,Ruby,73822.0,0,0.0,0,0.0
40285,1,4,34,User,0,96,0,1,Ruby,3661.0,0,0.0,0,0.0
18813,2,1,0,User,0,89,0,1,Ruby,12331.0,0,0.0,0,0.0
113077,1,1,1,User,0,879,0,0,JavaScript,0.0,0,0.0,0,0.0
25472,2,20,4,User,6,2945,6,6,Perl,65132.0,C,8987.0,PHP,3034.0
30353,7,20,10,Organization,0,693,0,1,Ruby,12477.0,0,0.0,0,0.0
122704,17,7,0,Organization,0,327,0,2,Objective-C,176690.0,C,7121.0,0,0.0
77863,0,1,1,User,0,2890,0,1,Ruby,580796.0,0,0.0,0,0.0
77552,1,2,1,User,0,76,0,1,C,6506.0,0,0.0,0,0.0
89222,1,0,0,User,0,2508,0,1,Objective-C,2404.0,0,0.0,0,0.0
73338,1,12,1,User,0,81,0,1,Python,46658.0,0,0.0,0,0.0
4729,23,307,87,User,50,3444,50,4,Java,198783.0,Scala,21114.0,CSS,8764.0
18197,2,2,0,User,0,88,0,1,Ruby,7260.0,0,0.0,0,0.0
118279,1,2,0,User,0,96,0,1,JavaScript,4123.0,0,0.0,0,0.0
51182,2,2,1,User,0,456,0,1,ActionScript,8595.0,0,0.0,0,0.0
82764,2,4,3,Organization,0,132,0,1,Ruby,4366.0,0,0.0,0,0.0
41489,2,1,1,User,0,7277,0,2,JavaScript,229006.0,Ruby,11108.0,0,0.0
129959,1,2,0,User,0,912,0,5,VimL,1228867.0,Python,153890.0,Common Lisp,53370.0
120885,1,1,1,User,0,1407,0,6,Verilog,1022436.0,C,315949.0,C++,111710.0
91076,4,30,16,User,6,361,6,2,Python,41390.0,Makefile,3128.0,0,0.0
33998,3,3,0,User,0,252,0,0,0,0.0,0,0.0,0,0.0
87032,1,2,1,User,0,110,0,1,Erlang,16268.0,0,0.0,0,0.0
128100,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
28191,1,7,0,User,0,84,0,2,C,1125.0,Ruby,508.0,0,0.0
91113,1,2,1,User,0,76,0,0,0,0.0,0,0.0,0,0.0
136247,1,2,1,User,1,202,1,1,Ruby,67523.0,0,0.0,0,0.0
112967,3,3,1,User,0,129,0,1,Shell,380.0,0,0.0,0,0.0
61289,2,1,0,User,0,340,0,1,Ruby,27429.0,0,0.0,0,0.0
103991,2,2,0,User,0,132,0,2,Clojure,2989.0,Ruby,451.0,0,0.0
42244,1,2,0,User,0,104,0,1,Ruby,14213.0,0,0.0,0,0.0
103748,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
45401,2,1,0,User,1,336,1,1,Java,555028.0,0,0.0,0,0.0
129014,1,3,0,User,0,36948,0,1,Python,77020.0,0,0.0,0,0.0
55943,1,3,0,User,0,108,0,1,Ruby,32240.0,0,0.0,0,0.0
71256,1,0,0,User,0,72,0,1,PHP,1628.0,0,0.0,0,0.0
27637,2,1,2,User,0,2352,0,2,Java,40230.0,Objective-C,6184.0,0,0.0
132461,1,1,1,User,0,343,0,0,JavaScript,0.0,0,0.0,0,0.0
61528,1,1,0,User,0,100,0,1,Python,68927.0,0,0.0,0,0.0
39216,2,1,1,User,0,13923,0,0,0,0.0,0,0.0,0,0.0
41242,3,12,3,User,0,86,0,1,Ruby,5224.0,0,0.0,0,0.0
22090,2,2,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
132628,1,2,0,User,0,108,0,1,C#,41985.0,0,0.0,0,0.0
135464,1,17,10,User,1,246,1,1,Ruby,37546.0,0,0.0,0,0.0
50795,2,1,1,User,0,915,0,3,Python,55938.0,JavaScript,23011.0,PHP,466.0
87976,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
115489,3,3,0,User,0,108,0,2,Scala,10100.0,Java,766.0,0,0.0
40003,2,10,1,User,0,204,0,2,Ruby,43634.0,JavaScript,148.0,0,0.0
135868,1,1,0,User,0,252,0,1,Java,715344.0,0,0.0,0,0.0
49500,2,1,0,User,0,276,0,2,JavaScript,251928.0,Ruby,27238.0,0,0.0
39780,2,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
54678,2,1,0,User,0,76,0,0,0,0.0,0,0.0,0,0.0
97882,1,2,0,User,0,121,0,1,Ruby,26220.0,0,0.0,0,0.0
37672,1,6,0,User,0,76,0,1,Perl,1950.0,0,0.0,0,0.0
60076,2,2,0,User,4,96,4,1,Java,4208.0,0,0.0,0,0.0
44472,2,3,0,Organization,3,2485,3,4,Ruby,341428.0,CSS,62710.0,JavaScript,36328.0
99052,1,1,1,User,0,672,0,0,PHP,0.0,0,0.0,0,0.0
18348,1,9,1,Organization,0,154,0,1,Ruby,64716.0,0,0.0,0,0.0
27529,2,0,1,User,0,177,0,2,Python,2724.0,Ruby,2155.0,0,0.0
91742,1,1,0,User,0,112,0,0,0,0.0,0,0.0,0,0.0
46985,4,15,15,User,1,55,1,2,Perl,18363.0,Shell,1049.0,0,0.0
27431,2,1,1,User,0,360,0,0,JavaScript,0.0,0,0.0,0,0.0
132822,1,1,0,User,0,224,0,2,JavaScript,38552.0,Ruby,19245.0,0,0.0
40673,2,1,0,User,0,392,0,2,PHP,82609.0,JavaScript,2729.0,0,0.0
99934,1,1,1,User,0,7870,0,0,JavaScript,0.0,0,0.0,0,0.0
25477,1,2,0,User,0,128,0,1,Python,16877.0,0,0.0,0,0.0
18931,2,2,0,User,0,29,0,2,Ruby,638.0,Shell,339.0,0,0.0
95496,1,1,0,User,0,4128,0,4,Python,38061.0,C++,15708.0,Ruby,2102.0
49330,2,1,1,User,0,28579,0,0,Ruby,0.0,0,0.0,0,0.0
11283,2,3,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
65673,2,1,0,User,0,400,0,1,C++,26622.0,0,0.0,0,0.0
41650,2,1,1,User,0,204579,0,0,JavaScript,0.0,0,0.0,0,0.0
90630,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
133014,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
30191,2,1,0,User,0,88,0,1,Python,4638.0,0,0.0,0,0.0
115749,2,5,7,User,0,13,0,1,Perl6,9901.0,0,0.0,0,0.0
39748,2,1,0,User,0,500,0,2,Ruby,9396.0,Objective-C,294.0,0,0.0
13750,2,2,0,User,0,80,0,2,Ruby,13829.0,PHP,301.0,0,0.0
43257,2,2,1,User,0,1664,0,0,Ruby,0.0,0,0.0,0,0.0
21219,2,2,0,User,0,84,0,0,0,0.0,0,0.0,0,0.0
103739,1,0,0,User,0,96,0,0,0,0.0,0,0.0,0,0.0
43692,2,1,1,User,0,80,0,0,0,0.0,0,0.0,0,0.0
104916,1,1,1,User,0,226,0,1,Python,80251.0,0,0.0,0,0.0
111161,1,1,0,User,0,116,0,2,C++,18454.0,Python,460.0,0,0.0
59343,2,1,1,User,0,91,0,0,C,0.0,0,0.0,0,0.0
119105,1,1,1,User,0,153,0,0,Objective-C,0.0,0,0.0,0,0.0
26415,2,4,0,User,0,1104,0,1,Ruby,230717.0,0,0.0,0,0.0
67316,2,39,8,User,1,24557,1,2,C#,413672.0,Boo,17607.0,0,0.0
31165,2,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
39667,2,1,1,User,0,1803,0,2,Perl,370053.0,Shell,3751.0,0,0.0
107836,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
45701,2,1,0,User,0,280,0,0,0,0.0,0,0.0,0,0.0
57167,2,1,0,User,0,76,0,1,Ruby,2149.0,0,0.0,0,0.0
102760,2,1,1,User,0,124,0,0,0,0.0,0,0.0,0,0.0
7115,2,2,1,User,0,92,0,1,Shell,1894.0,0,0.0,0,0.0
17163,2,3,1,User,0,176,0,1,PHP,45692.0,0,0.0,0,0.0
132044,3,16,1,User,0,107,0,1,Shell,1801.0,0,0.0,0,0.0
88406,1,0,1,User,0,2046,0,0,Objective-C,0.0,0,0.0,0,0.0
57495,2,1,1,User,0,7406,0,7,Erlang,1265162.0,C,43390.0,JavaScript,36916.0
100289,1,1,1,User,0,1414,0,0,Scala,0.0,0,0.0,0,0.0
77977,1,5,1,User,0,7303,0,2,C,216376.0,Shell,4574.0,0,0.0
29224,8,80,29,User,3,206,3,2,C,9059.0,Ruby,4366.0,0,0.0
110816,1,1,0,User,0,3696,0,0,0,0.0,0,0.0,0,0.0
37173,1,7,3,User,0,7516,0,6,Objective-C,770975.0,JavaScript,197107.0,C,18943.0
23190,2,2,0,User,0,96,0,0,0,0.0,0,0.0,0,0.0
136851,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
32357,2,4,1,User,0,153,0,1,Ruby,43235.0,0,0.0,0,0.0
20222,2,2,0,User,0,444,0,3,PHP,49678.0,CSS,16497.0,JavaScript,1455.0
75137,1,5,3,User,0,72,0,1,C++,2573.0,0,0.0,0,0.0
9351,2,2,0,User,0,220,0,2,JavaScript,173137.0,Ruby,946.0,0,0.0
30207,1,2,1,User,0,137,0,1,Ruby,13325.0,0,0.0,0,0.0
119458,1,1,0,User,0,132,0,0,0,0.0,0,0.0,0,0.0
26895,2,0,0,User,0,76,0,0,0,0.0,0,0.0,0,0.0
127184,1,4,1,User,0,136704,0,1,CSS,45506.0,0,0.0,0,0.0
117768,0,6,1,User,0,103,0,0,0,0.0,0,0.0,0,0.0
14430,2,1,0,User,0,292,0,1,Perl,70629.0,0,0.0,0,0.0
46525,2,2,2,User,0,90,0,1,Python,6091.0,0,0.0,0,0.0
51604,2,1,0,User,0,124,0,0,0,0.0,0,0.0,0,0.0
26490,6,11,6,Organization,5,45,5,1,PHP,21186.0,0,0.0,0,0.0
88919,1,23,13,Organization,2,1734,2,2,Python,123083.0,JavaScript,4317.0,0,0.0
81544,1,2,1,User,0,327,0,1,Ruby,34100.0,0,0.0,0,0.0
64547,2,1,0,User,0,108,0,1,Haskell,22286.0,0,0.0,0,0.0
135388,1,3,3,User,0,223,0,1,Java,212359.0,0,0.0,0,0.0
83578,1,0,0,User,0,76,0,1,PHP,2153.0,0,0.0,0,0.0
10758,2,2,0,User,0,6102,0,6,C++,1288355.0,Shell,20627.0,Prolog,10634.0
4712,2,2,0,User,0,356,0,2,JavaScript,59374.0,Ruby,25277.0,0,0.0
25690,2,3,1,User,0,86,0,1,Haskell,10383.0,0,0.0,0,0.0
72717,1,6,2,User,0,218,0,1,Ruby,70915.0,0,0.0,0,0.0
107790,1,3,1,User,0,120,0,1,Ruby,239078.0,0,0.0,0,0.0
44417,2,0,0,Organization,0,632,0,0,Java,0.0,0,0.0,0,0.0
11976,2,7,1,User,0,305,0,2,JavaScript,105961.0,Ruby,12818.0,0,0.0
89971,1,1,1,User,0,35345,0,2,Java,253063.0,Shell,14634.0,0,0.0
106659,1,1,1,User,0,337,0,0,Ruby,0.0,0,0.0,0,0.0
55292,3,14,2,User,0,848,0,1,PHP,8418.0,0,0.0,0,0.0
107666,1,1,1,User,0,7175,0,0,Java,0.0,0,0.0,0,0.0
66608,2,1,0,User,0,76,0,1,Clojure,4684.0,0,0.0,0,0.0
110957,1,1,0,User,0,1912,0,1,Python,36431.0,0,0.0,0,0.0
81724,1,1,1,User,0,92,0,1,JavaScript,70976.0,0,0.0,0,0.0
34545,2,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
104236,1,2,0,User,0,124,0,3,C,39523.0,Python,8610.0,C++,1867.0
118589,1,2,0,User,0,96,0,0,0,0.0,0,0.0,0,0.0
72209,1,0,0,User,0,84,0,1,Perl,11302.0,0,0.0,0,0.0
13386,2,2,0,User,0,6180,0,4,JavaScript,7328651.0,PHP,14622.0,Python,1965.0
113768,1,0,1,User,0,91382,0,0,Ruby,0.0,0,0.0,0,0.0
13882,2,2,0,User,0,13982,0,0,C++,0.0,0,0.0,0,0.0
100897,1,1,0,User,0,100,0,1,PHP,5516.0,0,0.0,0,0.0
113553,1,1,1,User,0,15651,0,1,Ruby,667577.0,0,0.0,0,0.0
38138,2,1,0,User,0,1792,0,1,Java,217512.0,0,0.0,0,0.0
61053,3,25,5,User,0,104,0,1,Ruby,13948.0,0,0.0,0,0.0
51088,3,3,0,User,0,80,0,1,Python,5069.0,0,0.0,0,0.0
40222,3,2,0,User,0,108,0,1,Perl,73425.0,0,0.0,0,0.0
15980,2,2,0,User,0,83,0,0,0,0.0,0,0.0,0,0.0
122963,1,1,1,User,0,87,0,0,Ruby,0.0,0,0.0,0,0.0
122876,0,3,1,User,0,131,0,1,Java,2475.0,0,0.0,0,0.0
109880,0,4,2,User,0,90,0,2,Objective-C,3844.0,C,975.0,0,0.0
3711,3,35,8,User,3,29767,3,3,C#,1617370.0,Boo,19391.0,C++,3425.0
73456,1,1,0,User,0,84,0,3,VimL,1867.0,JavaScript,242.0,Shell,31.0
112796,1,1,1,User,0,1586,0,0,JavaScript,0.0,0,0.0,0,0.0
110809,1,0,0,User,0,296,0,1,Java,1259.0,0,0.0,0,0.0
18027,4,110,29,User,1,189,1,2,Erlang,62690.0,Perl,1397.0,0,0.0
101977,1,1,0,User,0,1192,0,1,ActionScript,203592.0,0,0.0,0,0.0
10335,2,2,1,User,0,16472,0,4,JavaScript,36277742.0,Python,1604415.0,Shell,2815.0
29976,2,3,0,User,0,474,0,4,Forth,80028.0,HTML,19708.0,Emacs Lisp,5183.0
296,38,2528,322,User,53,1097,53,1,Ruby,196983.0,0,0.0,0,0.0
51477,2,1,0,User,0,76,0,0,0,0.0,0,0.0,0,0.0
53116,2,1,0,User,0,84,0,0,0,0.0,0,0.0,0,0.0
90027,2,5,3,User,0,10409,0,1,Java,50579.0,0,0.0,0,0.0
63744,2,1,1,User,0,812,0,1,Ruby,89611.0,0,0.0,0,0.0
62416,2,0,1,User,0,850,0,0,JavaScript,0.0,0,0.0,0,0.0
51009,2,1,0,User,0,132,0,2,Ruby,3075.0,Shell,239.0,0,0.0
67878,1,1,1,User,0,60,0,0,Ruby,0.0,0,0.0,0,0.0
18894,2,2,0,User,0,84,0,1,Ruby,2274.0,0,0.0,0,0.0
42417,2,6,1,User,0,85,0,0,0,0.0,0,0.0,0,0.0
87773,1,1,0,User,0,1244,0,9,VimL,1114684.0,Lua,81332.0,Python,42974.0
58923,4,72,5,User,0,411,0,4,JavaScript,110415.0,C,50242.0,Perl,37729.0
77452,1,1,0,User,0,76,0,1,Ruby,1858.0,0,0.0,0,0.0
69846,1,2,0,User,0,84,0,1,PHP,28256.0,0,0.0,0,0.0
58013,3,4,3,User,0,3395,0,7,Python,305884.0,VimL,213531.0,Shell,176662.0
125358,1,1,0,User,0,5112,0,0,0,0.0,0,0.0,0,0.0
40799,3,3,0,User,0,23400,0,3,PHP,18010065.0,JavaScript,1052041.0,CSS,368724.0
110770,4,30,46,User,0,2897,0,1,Java,1156169.0,0,0.0,0,0.0
21011,2,2,0,User,0,83,0,0,Ruby,0.0,0,0.0,0,0.0
82239,0,1,0,Organization,0,120,0,1,Emacs Lisp,7314.0,0,0.0,0,0.0
121981,1,1,1,User,0,434,0,2,Ruby,24807.0,JavaScript,9929.0,0,0.0
78756,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
110933,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
110503,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
63869,2,1,0,User,0,272,0,2,JavaScript,94085.0,PHP,1059.0,0,0.0
24771,2,5,0,User,0,490,0,6,VimL,475668.0,Java,109662.0,C,107031.0
81256,0,1,0,User,0,220,0,2,Java,290775.0,JavaScript,0.0,0,0.0
119775,1,0,3,User,0,83,0,0,JavaScript,0.0,0,0.0,0,0.0
17866,2,2,0,User,0,96,0,0,0,0.0,0,0.0,0,0.0
40068,2,32,2,User,0,109,0,1,Python,29537.0,0,0.0,0,0.0
100463,1,1,1,User,0,215,0,2,Ruby,2811.0,Python,1206.0,0,0.0
27334,2,14,3,User,0,12073,0,1,Ruby,119117.0,0,0.0,0,0.0
129395,1,0,0,User,0,92,0,0,0,0.0,0,0.0,0,0.0
54970,1,1,0,User,0,76,0,0,0,0.0,0,0.0,0,0.0
130967,1,1,1,User,0,77,0,0,Ruby,0.0,0,0.0,0,0.0
49025,2,2,1,User,0,434,0,1,C++,111839.0,0,0.0,0,0.0
8721,2,2,0,User,0,100,0,1,Python,12246.0,0,0.0,0,0.0
94045,2,2,0,User,0,272,0,0,C,0.0,0,0.0,0,0.0
122258,1,0,0,User,0,92,0,0,0,0.0,0,0.0,0,0.0
59714,2,1,0,User,0,38529,0,5,ActionScript,618033.0,JavaScript,216329.0,Ruby,204265.0
104952,1,1,1,User,0,2249,0,2,Java,1319342.0,JavaScript,36126.0,0,0.0
10238,2,2,0,User,0,4825,0,6,C++,3958629.0,C,313150.0,Shell,185967.0
77541,1,2,0,User,0,88,0,1,Common Lisp,18066.0,0,0.0,0,0.0
29657,2,1,0,User,0,72,0,1,PHP,1164.0,0,0.0,0,0.0
46818,2,7,0,User,0,76,0,1,Ruby,1735.0,0,0.0,0,0.0
39606,2,2,1,User,0,88,0,1,Python,3571.0,0,0.0,0,0.0
26401,3,2,0,User,0,164,0,2,Ruby,20037.0,JavaScript,148.0,0,0.0
12539,2,2,0,User,0,292,0,2,Ruby,58262.0,JavaScript,19877.0,0,0.0
44941,2,1,1,User,0,116,0,1,Python,28112.0,0,0.0,0,0.0
28661,2,1,0,User,1,236,1,1,Java,120067.0,0,0.0,0,0.0
6767,3,8,3,User,0,148,0,2,C,88381.0,Shell,2406.0,0,0.0
124988,2,3,0,User,0,116,0,1,Prolog,50023.0,0,0.0,0,0.0
7477,2,3,2,User,0,92,0,1,Ruby,5976.0,0,0.0,0,0.0
25438,2,2,0,User,0,672,0,2,Haskell,6382.0,Ruby,4798.0,0,0.0
115721,1,4,0,User,0,96,0,1,Racket,6779.0,0,0.0,0,0.0
125410,1,1,0,User,0,112,0,1,C,7945.0,0,0.0,0,0.0
34698,2,1,0,User,0,432,0,2,JavaScript,52547.0,Python,24192.0,0,0.0
