,stars
7343,2
136726,4
57743,0
64876,3
6217,6
120453,1
31315,1
29163,1
85362,1
45324,2
112333,2
57319,1
95779,1
104961,1
84468,1
53592,1
92163,2
14330,2
11467,3
53712,1
10874,3
32843,1
113629,1
53593,1
8786,2
111531,2
129732,1
37436,1
45495,6
18188,2
89473,4
83651,1
96743,3
76837,1
127340,1
6806,2
11676,2
64738,7
66562,1
133446,5
121961,1
74513,2
6536,7
93715,2
77514,3
41139,2
121371,1
5491,2
22984,5
123268,3
117347,1
93016,2
56017,2
80758,6
8391,14
22977,2
10796,4
135821,3
125774,1
50346,1
129668,3
94291,1
67796,3
120572,1
130738,6
61301,1
93650,3
62165,1
51972,1
7417,2
55329,1
17428,1
117942,3
65846,3
127082,1
116558,1
11670,9
78530,0
37003,1
80328,1
136401,11
71683,1
65062,1
93696,1
39835,1
5167,5
94598,10
89573,11
57229,1
125513,1
116728,1
79380,4
20782,2
20648,2
124442,1
93485,2
12475,3
122212,1
103115,20
28972,6
70673,1
38341,11
121971,5
51763,1
117176,1
131932,8
130395,20
62427,0
80309,1
51476,1
136091,1
31818,1
69607,31
79284,1
56662,1
7604,3
50170,1
5611,2
23699,52
74559,1
115134,1
32933,1
560,19
124228,2
52454,2
59272,0
97327,1
132168,0
21707,2
114196,1
121201,1
64839,2
21925,3
19813,3
28054,5
59809,1
12961,2
88184,1
77569,1
34057,1
84953,1
34511,1
35538,1
99905,1
21147,55
28021,1
25628,5
12035,2
1865,3
47772,1
35226,1
87407,1
17586,3
45521,1
31506,1
10464,2
121002,1
86552,1
64557,2
36858,2
134575,50
121931,3
136673,1
112624,4
124592,1
3650,7
78765,3
33001,1
131941,1
109885,11
69268,1
34629,1
15462,2
53166,1
43711,1
3106,2
114245,0
2517,3
27671,1
47544,1
47820,2
15837,2
26351,2
85183,1
56092,1
120183,1
107601,1
69984,2
40992,1
81597,1
27226,6
42769,1
14372,4
34586,3
68959,7
69024,25
112756,35
106602,1
109199,1
132025,1
59376,1
13304,4
74973,1
37657,1
67197,1
89424,380
9691,3
97970,1
88314,1
114982,1
47540,8
59541,1
34860,5
69475,1
135444,1
91089,3
66380,4
73283,2
72090,4
34331,1
46880,0
87667,4
2556,19
128465,11
131087,1
46685,8
56467,15
133710,1
2615,16
60540,2
67461,1
12379,2
133540,0
114088,1
69240,2
134037,2
78445,1
80548,1
39654,1
107301,1
79602,0
93067,1
131662,1
40035,1
40178,19
75428,1
1745,3
119191,1
7842,2
123274,0
101941,2
128274,0
106060,1
85560,3
29383,4
36664,1
121632,1
134922,1
42184,1
10351,2
94719,2
136986,1
10509,4
58406,1
44954,1
29502,2
24348,3
63663,3
46114,1
15568,2
29040,4
115167,3
100362,4
47686,1
37088,1
25142,3
16034,3
23673,2
19541,89
77534,1
132469,86
127857,1
117370,1
9479,5
103740,2
59276,2
10485,7
31430,1
105274,7
17103,10
10553,2
24635,2
109048,1
91412,1
71263,5
104336,2
58011,4
54940,1
31399,2
65175,1
51188,8
33095,0
30994,2
70963,1
83734,1
92318,4
14726,11
77633,2
116971,1
33559,1
118034,11
50671,2
60610,1
84124,6
135658,1
53917,0
100118,5
105374,1
38546,4
55665,2
136384,4
131967,1
28079,2
49340,2
110990,8
49296,1
126650,1
28362,1
4475,7
117842,1
135794,1
20961,6
106585,33
65306,2
63471,0
120567,2
84147,3
131987,3
50068,1
8778,15
91313,1
78214,1
74331,1
105478,9
21022,2
113733,8
54727,3
77299,1
100634,1
35332,1
20481,2
23628,4
84035,1
19178,2
122991,1
44446,9
56528,38
111830,1
65915,2
11418,2
92558,1
120633,1
35725,6
51675,1
57382,7
89871,1
54121,0
40241,0
125660,1
74845,1
134615,1
135945,4
88586,1
107210,1
93668,2
89239,1
867,5
97213,1
61193,0
17404,6
103455,1
8515,19
17739,2
10506,2
74609,19
30794,3
4670,3
26444,1
13607,5
56157,3
127668,1
62993,47
25771,3
84940,1
54074,1
114401,1
96149,22
46357,2
86453,9
110419,7
86391,4
41503,4
72851,3
37706,3
13259,2
91233,1
43301,1
134743,1
66009,1
73152,232
28844,1
70053,3
75230,0
126798,1
128780,2
125937,9
91218,4
48524,23
84684,1
118311,3
51361,1
47939,4
57076,2
68034,4
92871,1
15373,2
38920,1
25153,3
62150,1
54310,1
98971,1
8543,75
4057,1
59478,1
20160,2
110313,1
102598,1
17199,2
16701,2
83391,1
109853,2
73094,3
27811,27
57598,1
88064,1
20660,3
57155,3
57882,0
122198,2
54009,8
74227,1
15988,21
83812,1
83638,9
59679,1
28602,5
59296,1
38449,5
53742,2
129586,0
43664,0
16773,2
6253,10
9840,2
35585,7
88317,2
102341,1
85585,1
9179,5
23322,30
66759,0
110257,1
5753,2
52572,1
91682,1
115787,1
86123,1
27463,4
30780,3
105618,1
1823,3
8051,2
4964,1
120861,1
7004,2
9408,3
43608,1
9171,18
87758,1
90947,0
136882,1
25414,9
94815,1
21048,2
130394,1
66468,1
83916,1
87635,8
115130,1
102935,1
99953,1
24016,2
94432,1
85717,2
124839,2
38414,27
51668,8
105822,39
58148,8
56672,1
33378,1
45443,1
86696,1
106021,2
1064,5
114456,1
109612,4
103487,1
50171,1
136291,1
130189,1
132192,1
124451,2
17638,6
60696,1
21032,2
7220,2
121779,1
10144,3
113039,2
135013,3
39038,32
2330,338
30890,1
103643,7
83041,1
105949,2
84955,1
74408,1
45156,1
124520,2
81843,1
47761,1
22639,2
109668,1
52569,1
124187,1
36627,5
17715,3
103444,2
97521,3
70065,2
22855,2
95958,3
72960,4
13716,21
32293,1
131798,1
89335,1
15266,2
70872,2
55733,4
87995,1
85041,1
50382,1
98069,1
41948,8
101771,8
123648,1
43867,1
67493,1
119101,1
80375,1
1181,6
51910,1
14675,2
36575,2
101083,1
70515,1
67118,3
55606,1338
80943,1
29541,6
11598,2
115940,1
116110,1
75408,2
96463,3
88045,1
93525,1
112518,1
40078,11
61526,1
11950,6
53682,2
76768,0
119741,152
4060,41
50567,1
29693,1
18156,11
89389,1
65961,1
6803,6
59014,4
61363,0
108752,1
48818,27
58442,1
103035,3
95254,34
54961,106
62930,12
2624,6
51134,3
3664,2
74566,1
15336,2
45555,1
70941,1
73695,4
115337,1
17463,4
11798,9
64526,742
7800,3
46213,4
117544,6
129676,1
23254,2
87240,1
58425,8
79784,3
121677,1
18846,8
40165,2
120769,2
2871,3
46219,0
37667,0
82223,2
93320,1
109086,2
38155,1
88791,1
87624,1
39275,1
3121,2
14389,1
69172,2
78261,1
2487,2
64655,1
67657,1
111266,7
133774,1
95764,4
78638,1
78281,4
7045,2
90443,1
79582,1
131166,1
68538,9
121282,2
5956,2
106927,1
18584,2
109719,1
89991,1
70406,2
82537,4
35474,1
85776,1
20523,2
51448,5
27429,1
25109,2
40797,0
63278,1
15038,2
100517,3
15633,3
135206,1
119512,1
98136,1
44022,2
104080,9
104184,25
41089,1
136841,2
65044,1
85504,14
94181,129
97725,1
65628,3
17397,7
80787,2
123068,1
132260,1
7028,41
134173,1
107621,1
105564,1
134030,1
64991,1
134698,10
46805,3
87623,4
100514,2
103264,1
47834,1
128278,7
124218,1
55732,1
77075,0
36484,2
66739,1
84568,12
114872,1
3071,3
9373,3
69095,27
119998,1
97082,1
43,532
127363,267
1707,5
51646,1
107422,0
61808,3
118267,1
122594,1
71956,1
98806,1
26886,3
115008,1
37289,2
2202,7
61754,0
113821,1
6248,2
14185,2
80561,1
19067,4
128601,5
2235,20
104765,1
55267,1
61446,1
94668,8
114452,1
10911,2
112327,1
57078,1
79103,4
121269,1
79280,1
121962,1
105029,1
124947,4
93347,2
103650,1
123588,2
40935,1
129632,2
121546,4
98091,7
40052,1
43202,1
85613,1
6746,4
96867,2
121256,2
92638,1
47862,2
125316,1
21275,2
30144,2
42700,1
128376,1
75681,4
66643,1
66999,1
56653,3
124904,23
5539,8
103402,1
57026,1
123921,1
79318,2
73037,2
97629,0
82306,2
109356,6
81022,0
81837,1
77226,3
110501,1
129818,1
53728,8
32010,16
82296,1
119912,1
4895,2
87308,17
115819,1
37342,1
89974,9
68777,1
59026,1
65969,1
51905,0
133110,3
7557,4
64856,1
55100,1
122661,1
115420,277
91528,1
69991,1
132512,0
69266,13
36055,3
89189,2
133075,1
65765,1
88539,1
19349,3
113712,2
10045,2
120303,1
104934,7278
22725,1
125724,1
66445,11
61143,1
131863,2
85081,2
64419,2
132100,20
8275,30
24440,10
113754,1
1794,59
132613,1
17224,8
126316,11
21673,2
62906,22
108647,2
131285,1
57775,1
76214,0
8277,13
39320,1
45084,1
55814,5
34042,1
70836,1
29478,1
108766,1
1164,2712
28285,1
134496,14
136563,6
75108,5
29532,1
128959,1
63910,0
19515,2
93529,17
102252,1
49351,5
45217,1
22882,5
31520,2293
52907,1
117590,1
75699,1
7037,14
131297,3
832,5
9481,2
44074,46
43927,1
50550,1
55818,2
42787,2
48120,3
19182,8
73089,1
78676,2
32372,20
135259,1
56226,1
127701,1
72786,1
75990,1
35636,1
114664,6
103324,1
9617,4
36289,1
81978,44
67164,1
29294,1
126013,1
46824,1
38525,1
123059,0
47391,1
26009,5
66695,1
98284,1
36175,1
117093,1
134405,1
76207,1
129811,1
27417,2
88298,1
17749,3
88131,1
99196,1
129135,5
88934,1
12231,1
135959,1
88436,1
124878,1
12773,5
88942,0
113726,1
100671,1
115237,1
100627,2
18221,4
24752,4
80554,2
81516,1
66478,0
91393,1
83175,5
134879,1
116204,0
38786,1441
22792,3
124589,1
84098,1
91545,2
79880,1
96526,1
74007,3
99268,1
58502,1
52045,1
46256,2
57485,0
120072,1
105396,1
104947,1
119691,1
22904,2
9442,3
58359,1
57858,123
37010,1
100111,1
86246,1
103287,1
98113,1
3884,5
32315,1
82759,1
1808,3
75026,2
81833,1
64606,2
49962,3
37508,1
130682,1
117190,1
136184,49
87186,1
18312,3
132361,14
36301,3
56815,1
53034,3
55517,1
63976,1
98905,9
77222,1
131803,2186
3984,2
49256,6
62409,1
79272,1
3055,32
20194,2
92790,1
102308,0
73478,5
53043,0
39146,3
1324,8
61969,1
62777,1
99629,1
40518,14
41959,2
106104,3
116297,2
30820,0
128949,1
32559,0
124134,2
55339,1
102186,10
1775,2
1195,201
8784,1
24468,12
58094,1
130886,1
61914,6
2042,3
86719,2
10760,2
17888,3
15479,7
99901,1
84146,1
55722,2
128808,2
79093,1
14558,2
40586,0
9399,2
124107,1
61262,1
114462,1
7081,4
32567,2
120249,2
120045,3
8472,2
68848,1
61860,3
95791,1
98522,1
14421,9
60711,1
132232,1
120513,1
70557,1
87306,1
117254,3
41518,1
65482,1
119957,1
3474,4
68035,1
22846,2
39874,3
109324,1
55337,18
124873,12
35027,6
50896,1
42113,1
73839,0
67580,1
65152,19
90527,1
18055,16
20486,3
125789,4
104356,1
85830,1
69989,1
16479,264
85925,1
23675,2
90053,1
70835,1
17714,3
90468,5
92624,35
81175,86
23618,2
4637,3
27219,1
17573,3
72437,2
22552,1
108917,4
89263,1
78198,1
39214,11
18579,15
12877,4
125305,1
41242,12
96331,2
1055,4
90784,3
92076,5
31611,1
7864,2
2275,3
136564,1
7703,2
13967,2
100437,6
110214,3
5396,17
22482,2
35489,1
126336,1
118959,2
73303,1
115735,1
64921,1
14749,2
13712,2
118802,1
121879,2
38244,1
37197,1
70936,1
98708,2
121474,1
6717,4
101510,2
85722,1
5426,2
132683,1
126156,1
17253,2
37469,1
97879,1
127205,1
66390,2
35720,3
68048,1
79470,12
78925,1
133281,2
29171,1
64066,17
41687,1
54390,1
105324,1441
63722,21
46764,30
28619,1
25873,1
64998,1
80436,2
85714,1
120935,16
29380,1
42784,1
49142,0
84699,1
89412,0
128010,5
115607,1
32177,5
86846,1
47044,3
69513,3
45232,5
69284,1
701,4
115539,1
83519,3
132932,16
49404,0
131787,1
6830,3
118963,1
20556,4
88664,1
49857,1
57395,1
48343,2
36736,1
61088,0
120920,5
97318,1
14156,2
73765,0
103266,1
80602,4
69699,6
13354,4
67945,3
88751,1
136896,1
49786,0
106374,21
92488,5
50350,1
130881,2
75507,21
4223,2
136065,3
77578,4
11625,2
106857,4
26940,1
124011,1
96301,2
90736,2
90029,1
33222,1
37570,0
133292,1
62462,1
32555,1
13333,6
126204,2
49220,2
91586,1
12646,2
30278,1
23398,3
96410,9
78399,0
43767,18
103338,2
134718,1
48159,3
94983,2
53907,4
128668,2
124507,4
72136,10
23196,1
125285,1
68681,1
69768,2
130435,1
85780,1
82946,1
53394,2
20026,2
19178,2
124648,1
12344,3
34183,1
121149,1
50528,1
70261,1
24390,2
55475,1
47649,7
18524,12
86051,1
88685,8
63979,7
58389,1
52549,3
118947,1
29981,1
106271,1
88684,1
104797,1
101337,1
133633,1
57744,1
47826,7
70013,1
133018,1
26035,20
95047,1
38967,3
17016,1
37295,1
126954,4
39553,1
97122,3
103732,1
76290,1
31574,1
84832,1
16532,2
33683,1
68678,3
119442,1
68700,1
109787,0
40384,3
34646,3
90277,6
112135,1
45186,3
83952,1
77994,1
87476,1
64558,1
108742,2
120605,1
62676,5
54024,1
80921,2
102928,1
29766,1
75796,1
6006,3
108979,1
34604,1
70310,1
20089,10
30359,1
12402,23
129823,52
30123,17
19220,3
131295,1
8691,1
15204,2
132447,4
34360,1
13334,5
53328,2
73347,1
91829,22
93921,6
47577,4
33776,2
106394,3
69740,1
74697,2
123565,1
128575,5
14888,2
127590,125
106875,2
112970,1
16753,2
125367,1
35916,13
85081,2
122010,3
118770,1
19573,12
101802,6
134215,1
109685,1
66239,1
13137,2
78543,1
112484,1
77669,1
47489,1
9060,5
86469,1
68438,1
59760,3
97980,1
42709,1
43361,1
98814,47
31025,1
58407,1
122663,3
35574,62
37277,1
10794,2
72715,1
128985,212
56736,1
56867,2
111329,5
111735,1
80953,1
99500,1
115771,1
58727,1
7025,2
52831,1
112178,1
34380,2
35817,4
91622,8
6487,3
90337,1
48881,5
28266,0
78332,1
79296,1
73246,1
90067,0
75651,3
134901,1
122303,1
22005,4
27854,5
54773,1
41007,4
47912,5
91642,338
35716,2
126004,0
94438,1
111821,2
20194,2
66509,2
81695,1
48642,2
13604,2
54930,2
3493,246
16264,19
65193,7
39478,2
108118,1
35058,10
31821,30
40408,11
1065,94
21130,3
21539,21
126939,17
43649,1
40616,3
107281,1
94961,1
87216,1
111266,7
84305,0
46540,2
110705,1
119266,1
39601,1
3936,2
22596,2
16593,2
103507,2
58777,2
103077,864
57362,1
41828,1
136253,1
27880,1
21544,2
47862,2
94409,11
116046,1
59840,3
60009,3
128206,2
76648,1
64573,257
42511,1
45413,1
65617,6
14321,2
83267,2
71397,7
96417,1
73017,4
83001,4
109511,1
88923,3
53593,1
103878,28
60638,1
112857,11
117580,3
135033,13
73952,1
15540,8
90726,2
6585,2
86092,12
43069,1
19357,2
130477,9
3611,2
84378,2
103349,0
21294,4
42847,3
18514,4
27349,925
70678,0
113045,2
52447,1
135426,1
24006,3
104891,1
74674,1
93792,20
42209,2
56914,2
49733,2
126683,11
24868,2
4900,64
24943,2
52539,1
51015,1
8396,2
4690,463
18225,116
107375,2
96848,4
46036,1
39687,1
65349,0
90086,1
111284,1
125018,22
100296,2
64529,1
45181,1
67565,46
69707,0
117699,1
128858,1
12743,2
109159,1
60603,1
51554,1
2868,3
100779,1
44535,129
25311,2
116532,6
17319,2
83595,1
1513,41
119734,21
22584,5
128320,1
20392,2
22003,2
93498,1
69991,1
102118,2
87737,34
69525,2
90347,14
125115,0
76500,1
29085,128
110483,1
99702,2
68115,1
43459,19
84422,1
42019,1
110064,1
33085,1
86131,1
8578,273
123043,3
42879,1
89649,3
33701,2
68484,3
58233,0
94767,1
95982,1
51233,1
92055,5
115714,1
58160,1
45049,3
73421,2
122997,2
18879,3
125363,1
32617,2
121972,1
69059,1
34131,5
52957,1
98406,2
60047,19
74373,1
84668,1
19791,2
36725,1
93105,1
55638,11
131221,1
115245,1
85352,1
3828,9
123242,1
92716,1
107556,1
42120,1
106256,53
20595,3
87794,2
11781,2
86492,2
79444,2
39349,1
73001,1061
10247,12
72243,1
130088,1
81194,1
44707,1
89184,2
28675,6
68631,1
24044,8
49282,4
132666,1
125154,4
70314,1
39923,3
30038,1
16226,4
13002,2
118787,2
123907,1
52606,2
66386,1
14720,2
8881,4
40240,2
121846,1
31041,2
100395,2
84345,1
125404,2
25055,2
38198,4
15940,2
63830,32
135735,1
74548,4
32512,16
11401,83
73875,1
93479,1
47590,0
92745,5
101730,1
88857,1
85891,1
135379,2
4427,7
96875,1
65967,1
83809,9
32924,1
48511,1
136108,1
57352,17
1052,190
92388,1
61954,1
47847,1
118060,1
130858,4
21934,7
8460,10
25636,4
63922,1
88351,8
67364,1
8157,2
78881,2
64685,1
41312,1
12533,2
5498,2
18702,12
17957,2
129066,2
65183,1
131290,1
14514,2
80381,2
8542,1
55647,1
130066,1
83814,1
100086,1
124416,1
119995,10
6716,2
50430,2
12243,2
9518,17
4349,1
4531,3
59287,1
35826,197
70612,1
119173,1
75371,1
30892,2
18605,7
37785,2
5999,6
16517,2
51960,1
33986,1
128264,1
94878,6
42452,4
133669,6854
127464,2
122104,6
110233,2
134634,3
121031,2
69641,1
30163,2
133342,1
111804,0
45042,1
113358,1
121882,1
43341,1
102008,1
36273,0
115890,1
43066,2
18414,4
59952,1
101467,2
29777,36
128870,1
125888,2
125298,0
71468,2
8798,2
90821,1
130772,1
28692,1
109131,1
114157,3
93812,1
56678,1
80088,1
90260,1
97176,2
81339,5
135200,2
20039,3
10064,3
124294,0
31122,1
53924,1
109229,9
110341,1
131659,7
80760,1
74798,1
120574,1
129293,1
104955,1
20591,2
93052,5
133075,1
25314,231
96449,1
77902,1
81943,1
50300,8
28178,1
42589,1
63728,1
98695,1
69341,2
88446,1
60519,1
77496,1
79004,1
66520,2
104695,1
77895,1
16832,2
17776,2
70682,1
48970,1
110988,0
126363,11
69306,276
106983,2
74711,1
105583,16
100378,1
99453,1
10068,1
114861,1
92722,1
104999,0
25008,192
60679,1
9895,3
124908,14
35900,4
111099,1
19511,2
49517,1
62769,2
48884,1
115898,1
99104,1
128002,6
107399,2
133973,7
11993,2
96269,4
81557,2
121588,1
62629,37
116813,11
58605,1
85077,2
85340,1
107739,1
103299,1
76052,0
53799,1
134968,1
87760,2
29667,1
92659,1
94429,1
20909,2
39679,6
79298,1
28539,2
92521,1
27603,1
116670,1
120914,1
14303,2
27234,1
77892,1
60692,1
62624,1
98809,1
18547,2
107134,1
38358,198
45056,1
91009,1
58398,1
8800,14
47797,1
71270,1
10387,2
29318,11
35837,1
69486,8
32040,1
117735,1
25102,2
124401,3
136273,1
14360,11
73780,1
127389,15
48437,1
55977,1
12387,3
95880,4
54414,1
111953,1
49566,2
104872,1
90221,1
137018,2
85460,1
67114,3
108859,2
6104,5
49664,3
70365,1
33362,1
80374,0
91625,1
121828,1
5520,2
112590,1
121449,1
62168,5
37532,4
106359,1
51185,2
99253,1
19887,104
115418,1
135642,2
79588,1
37117,32
89074,1
80183,3
43988,36
75149,1
6785,2
78645,1
90586,37
118083,7
135818,3
38498,1
117759,1
133170,1
39886,12
110936,1
93103,1
122241,1
10407,2
133329,1
66177,1
114654,1
118821,3
36526,3
35509,43
40547,3
96684,1
31359,1
17902,10
6253,10
45650,1
73842,4
3108,3
133064,0
117382,4
64584,3
72511,1
11710,2
89920,33
123358,1
100111,1
36088,0
37973,0
52881,2
19695,4
113743,1
38506,2
92826,1
27825,2
58375,5
24602,1
100054,1
68589,1
50999,1
123899,1
5187,22
1364,205
108855,2
124156,1
43156,3
118329,14
60315,37
54783,2
95079,3
102845,1
12416,2
41653,184
123203,1
11968,2
109287,1
14957,1
129361,3
110591,2
65414,1
18669,2
119882,1
1094,16
89732,21
13474,2
40535,1
70484,1
46583,3
133967,3
24437,24
86217,1
108261,2
118815,1
51068,1
59507,169
60257,2
66691,9
87171,1
81812,25
34316,1
87294,10
39720,1
15078,3
14783,8
126785,1
73924,1
32490,5
107881,3
43755,7
95692,2
44806,1
13709,2
136655,10
114146,1
31731,0
39274,3
85968,1
130897,1
51448,5
71452,1
47519,1
130606,1
40892,3
130237,2
103396,4
118644,1
28412,2
118048,1
37659,3
134870,1
32004,1
90915,1
106965,2
13290,2
67985,1
92917,2
87201,1
118252,1
24718,2
94535,1
49230,1
72103,2
124757,3
51916,4
65536,1
16853,2
292,3
40074,2
101772,1
77615,2
120412,14
82272,1
107259,1
95868,1
66374,5
3013,2
66652,1
2267,9
105990,1
24903,4
8669,60
28188,1
82049,12
96120,1
2231,5
124888,1
24310,1
75232,1
61320,4
13842,22
45517,2
12884,8
107472,253
20944,2
57880,1
52186,1
24016,2
91772,1
129617,1
19272,3
49101,2
30356,13
61415,0
57949,2
111010,1
91310,1
14868,268
28618,1
92307,2
23400,2
40237,2
29177,1
104014,1
90325,1
47712,2
122316,1
58726,1
37556,4
48273,0
5370,8
102937,6
11702,2
9463,2
38409,1
82616,1
95986,2
125949,5
107885,13
28953,1
30059,1
96382,1
10695,2
52938,1
56585,5
26823,2
90966,2
98558,1
18742,2
85965,1
14084,2
132526,1
107446,1
9226,6
40544,3
112868,1
16133,5
56900,2
16564,2
91697,0
63353,3
30059,1
100501,3
19058,4
49096,4
110006,1
97544,3
1698,3
40222,2
125763,4
42850,1
26995,1
102340,2
44455,8
124518,1
93275,1
83360,1
1306,4
128604,99
130136,1
49417,0
20793,1
81809,1
136988,2
36486,1
99876,1
84415,0
67376,8
74954,1
130504,1
96961,1
94911,1
49161,2
129736,1
75662,4
25180,2
13714,5
18611,3
43770,1
53962,1
105676,2
51104,0
31709,2
83889,2
38984,0
115186,1
121865,1
47633,1
39382,1
103767,1
52798,4
28193,1
117393,2
51715,1
89663,1
96695,1
103250,1
41402,4
31451,1
31162,1
87012,1
13935,2
5041,1
1778,24
57119,1
46425,0
21381,163
90334,1
44263,1
22623,2
126695,7
137068,1
19930,2
72244,2
78510,1
36534,1
73568,1
105111,1
100940,1
133743,1
65662,2
77641,1
136506,1
83007,1
127134,2
91620,1
111336,0
103070,3
19168,2
67822,2
132313,16
9098,4
109326,1
10865,4
70719,1
18082,6
102329,1
6785,2
34185,1
83130,14
131271,0
103991,2
95870,3
136890,2
9857,14
3148,11
482,250
87433,25
93450,1
41227,2
57552,6
53044,1
119155,1
36847,1
1548,57
106806,1
9148,2
27994,2
30770,1
124381,1
89760,1
96869,1
10078,4
67148,1
6434,3
10055,217
54402,4
122185,1
48593,4
78505,1
2961,13
59245,10
19692,2
116179,1
49166,1
12359,2
134750,1
84821,145
57643,2
65128,4
77279,1
38569,5
96822,1
1280,5
103435,3
45471,1
53958,1
12771,7
116112,1
61296,1
100175,2
73435,1
72584,1
11344,2
100644,1
44905,9
82811,1
25104,2
128731,1
90056,3
68902,1
72058,1
108356,2
122774,1
76529,4
64559,28
67583,1
79124,1
124036,157
98408,2
37048,26
68633,1
13610,2
25786,6
131009,1
9379,3
109807,1
91037,2
5831,1
67561,3
13765,2
108363,5
73400,3
115987,1
43023,1
16512,2
6871,5
102326,8
13023,16
98092,1407
55071,1
45605,2
22174,15
101156,1
18367,2
88738,1
15534,10
66330,1
100377,1
98774,1
74871,33
10258,2
51556,1
38092,3
28612,1
90182,2
63920,1
53641,2
38131,2
112442,3
12746,2
38764,3
79791,127
20755,2
32285,6
86310,1
43534,1
30869,5
72640,2
89104,2
72787,7
30723,1
61118,3
129437,1
66789,0
7350,5
100278,1
41081,1
72628,169
52875,0
28462,1
133251,1
48355,23
90571,1
121401,391
38463,3
600,5
39297,1
41960,1
127730,1
117639,1
81089,1
32677,4
2810,5
59561,2
24355,2
6981,2
51355,1
113969,1
37552,1
70558,0
63208,1
77762,1
9342,1
123411,1
17314,2
109825,1
26980,1
118681,1
1778,24
81076,2
120660,2
59001,2
4165,11
10048,61
3038,5
20663,16
56003,8
35404,1
57940,1
3438,6
14011,304
15228,2
89821,1
77050,1
2632,4
35442,1
26642,1
120948,1
112017,1
131797,8
121266,73
85123,1
1070,46
84823,2
35214,0
54760,1
11457,85
61802,1
125615,4
4308,1
60588,37
18109,2
109279,1
8255,118
8882,4
6855,2
10552,9
7098,3
89285,1
127712,1
109128,1
6950,2
111501,2
58312,1
16432,6
62714,2
118019,1
102174,1
23425,2
114324,1
4684,59
88414,1
61645,1
64746,2
106023,7
23769,3
34682,2
96521,3
40134,2
48228,1
39551,11
54038,1
43708,4
111843,1
74226,35
104792,2
96482,9
22205,3
65542,1
102446,56
16619,5
128148,6
943,14
2059,3
99677,3543
84024,1
19708,4
70284,3
68295,1
90491,1
108172,1
59674,5
121245,1
49470,3
101730,1
21971,5
112979,1
99481,1
43744,12
97500,10
97448,9
103553,1
109472,1
134138,1
4069,2
67334,5
4625,1
112303,2
15457,4
69807,1
132776,2
4287,2
103299,1
129048,4
45481,5
47082,0
41625,2
68410,1
7825,5
17759,2
51772,3
66256,6
40902,2
124975,1
72923,276
109608,1
110176,1
114943,1
115410,6
47771,3
27398,4
48183,1
101042,1
116650,1
33729,1
125228,1
35300,1
134629,1
62781,78
81475,1
61,6
50519,5
109922,1
66513,2
5936,52
105962,10
35400,130
11155,11
85646,2
38235,1
30289,2
84505,1
89154,1
66761,1
34233,1
52912,1
49026,115
28053,1
116679,1
42388,1
48963,1
70331,1
4304,2
62075,1
101422,1
127409,1
17695,3
2245,4
16060,1
91225,1
63889,1
96429,1
26331,2
26573,8
133779,2
61100,1
136072,1
93734,1
84084,1
97271,1
122034,0
40929,1
123112,1
23649,5
37438,3
73576,2
111100,8
78571,1
10340,3
22322,2
133141,1
106461,956
55353,1
113647,91
67404,1
71647,1
79894,1
64261,1
28993,2
51769,1
135193,1
58623,1
69552,2
23724,2
124945,14
26965,1
46102,1
78908,3
2340,3
66924,0
88625,1
30521,1
116126,2
90928,15
85217,3
34141,23
58570,0
4993,1
6445,2
37370,1
117101,1
86903,1
63069,14
129428,2
49691,1
91936,1
47888,0
120352,1
26626,34
22229,2
113601,3
101466,0
7750,2
110599,3
41707,1
18368,53
61203,1
136881,1
79756,1
44207,1
66240,1
99985,1
72705,1
50113,1
34181,1
77580,1
68289,1
126662,1
62589,2
92160,2
106634,1
10978,3
109747,1
40840,2
62098,37
119562,2
131836,1
52594,2
14924,2
135542,38
68437,1
21681,3
75849,1
22980,3
125387,1
86047,1
124461,1
135376,4
91369,1
61707,0
28544,1
32242,3
111472,1
13525,607
62329,1
134013,1
26260,1
16867,91
44206,1
69117,2
133989,1
63649,1
55805,2
108535,5
100663,0
79900,111
26196,1
68008,1
8340,5
87934,1
45056,1
64574,14
107600,2
26807,2
46006,1
27301,1
31493,1
56293,1
89100,1
17614,2
115786,1
36783,2
39810,0
118889,1
52004,1
71757,3
62947,7
95465,3
67774,4
128910,1
28520,2
124330,2
29406,1
23109,3
83804,7
110392,1
81135,4
135807,1
60226,1
50389,2
82654,34
88640,1
46669,11
40232,1
74768,2
98971,1
105078,1
35185,4
112862,1
130402,1
115943,1
62252,1
126253,2
31850,2
32663,11
127717,1
48117,1
113653,6
20161,6
136149,1
61484,2
2863,4
23375,1
76555,15
42674,1
32701,2
8968,2
59663,1
97596,1
75016,1
109072,0
74498,1
73502,2
85416,4
123571,0
61454,2
59812,1
129449,1
110558,1
132117,34
52108,3
74650,1
329,4
116729,0
33832,1
22699,2
98581,1
63842,1
123609,3
114517,4
130343,1
99676,2
45288,0
94947,1
128388,1
123366,1
66392,1
93547,4
46206,7
40399,2
62452,3
67749,1
100162,2
112752,4
122520,13
119724,1
105753,1
125318,1
21075,3
88194,1
112174,1
113575,2
113945,1
68531,4
9769,2
69175,6
12717,2
86532,1
67433,0
47156,2
38520,0
72531,2
13831,2
40186,5
32741,1
109548,0
61455,3
7701,2
102205,1
92851,1
99081,33
109814,2
106855,25
10894,2
40665,23
126531,1
1004,4
26620,1
84857,4
33542,1
115701,1
27133,9
112160,5
12431,2
136077,1
