,stars
24234,4
85105,1
13269,3
122975,3
37698,1
31549,2
88475,1
86702,0
12092,5
103365,1
3633,3
100145,14
12715,2
63704,1
109109,2
57864,6
19777,4
111596,1
83573,1
36762,1
110894,1
92803,1
117933,2
93576,1
117916,4
90713,1
125747,1
80567,3
12759,1
130345,22
69212,2
95767,0
68914,1
12424,3
23751,2
116380,1
89503,1
88315,1
46708,1
93442,2
26595,1
81665,8
9495,2072
49843,3
33363,4
29934,27
94485,0
15929,5
47903,1
18131,3
26260,1
30975,1
95377,1
4504,1
77469,1
135174,4
80873,2
55598,1
11912,8
84464,1
45757,15
58937,22
77851,2
59787,1
99419,9
68226,1
135022,4
33423,13
116537,1
120097,2
87360,8
52295,6
102132,1
20218,428
20258,1
10399,21
40697,1
86189,1
86262,0
65506,1
79626,1
84726,2
93919,0
129762,1
41115,6
77925,2
33426,1
26446,1
75530,1
129016,5
60273,20
70632,1
122791,1
59940,1
130951,1
23072,2
15680,2
46245,1
48262,1
94283,2
131917,0
66792,1
35428,1
49883,19
65147,1
2211,3
93103,1
24321,15
105562,2
38951,1
19676,3
86162,2
33443,3
75691,1
76416,1
53300,1
88151,1
137014,1
103463,3
89808,1
56373,1
90114,27
113401,1
91751,1
84019,0
55308,1
79145,1
17777,2
134096,1
107305,0
125404,2
34335,0
85048,1
90353,1
90803,1
10778,2
82624,1
34018,1
86076,1
70218,1
76361,1
123673,1
34532,1
5182,2
48879,1
9556,2
93006,1
33182,0
78228,1
100361,4
6127,3
132277,1
27607,1
136835,1
116966,1
133445,1
72974,1
82437,1
58537,26
48306,1
128018,5
116207,2
23981,2
3332,3
113127,1
7582,2
44966,1
41350,1
63450,1
31713,1
15111,2
91607,1
36265,2
12646,2
34282,1
63581,1
14798,5
79118,2
33262,1
108722,1
82029,1
96487,2
101176,1
77525,1
96378,29
71916,7
79679,1
5655,4
128084,10
87895,1
92623,4
121853,1
4403,118
36386,13
65789,1
126985,1
36856,7
116543,2
27672,3
91662,1
85304,3
113942,1
78850,1
59761,1
70626,1
16564,2
57629,19
36498,1
35348,1
79618,1
35410,4
101422,1
132945,1
121777,1
128156,5
68727,15
63521,2
23875,6
81952,1
14062,2
119007,2
67812,1
91465,1
110761,1
37006,1
66091,1
86384,1
156,3
18161,6
5788,2
47228,2
12722,2
29721,1
103883,1
22840,6
6636,2
67763,39
93708,2
123188,1
36218,2
15546,8
124015,2
67970,1
22283,3
32253,1
53774,2
36692,2
42715,4
92327,1
130925,1
4231,2
116538,1
134210,1
133658,1
98009,1
25388,6
135343,1
109578,1
134876,15
134665,2
87384,1
36213,1
25804,3
118726,2
77810,2
65916,5
74776,10
38840,1
46110,1
20639,7
10395,9
92280,0
119632,2
112784,1
44400,2
12416,2
131276,23
102241,1
61815,11
22604,3
75833,12
69666,1
107091,1
83650,1
135599,1
19785,3
123923,1
116026,1
115248,1
61487,1
97601,1
78611,3
132403,3
6685,2
99347,1
130713,5
91738,1
768,6
17204,4
30469,1
31513,1
101051,6
114188,1
89994,2
21572,1
99027,1
114044,2
85165,1
109833,1
130549,3
74911,3
105282,5
23481,2
117039,42
130527,1
105963,1
101138,2
63563,1
87768,2
89468,1
42741,1
127092,95
124285,1
131139,62
31963,1
18957,2
118932,1
63238,2
9616,2
136141,4
89947,1
45295,2
74682,1
107679,1
106256,53
135171,1
11201,22
83666,1
45292,2
57449,0
124091,1
35933,2
65148,2
134640,3
112299,1
72019,2
64114,1
93324,1
40757,1
3081,2
40387,1
121608,96
126577,2
13090,2
76740,1
67090,7
12696,9
54881,1
49633,1
120407,182
63983,2
95606,1
69982,1
40915,1
1676,8
124356,1
121550,1
124483,1
124108,3
101750,1
57531,1
70799,1
12633,5
133704,2
92392,2
102861,1
67126,1
118634,1
38115,6
90432,10
53490,1
75011,1
24010,2
92070,1
54604,1
54956,4
30005,4
105872,1
11586,5
27487,1
49656,6
14420,2
87016,1
23592,2
112259,1
76260,1
66921,0
36005,3
36505,1
62303,1
102432,0
20227,2
122620,1
14142,320
31529,1
96527,1
17490,2
90308,3
76279,1
32530,4
49931,2
17834,8
100144,1
108290,2
50485,243
8059,2
20816,9
91685,1
23491,3
4252,3
33777,1
28248,1
50605,1
107934,12
120161,3
83974,14
12334,2
104886,2
36689,1
122044,2
71095,25
59185,136
4379,1
119833,1
124939,1
86187,1
35103,1
13208,3
72387,1
41253,1
83724,1
16576,2
73828,1
49119,1
83991,1
39522,2
98857,1
95369,1
45925,2
10927,2
136747,1
41774,13
66225,1
88014,1
4294,2
86394,1
8342,2
94191,1
55759,1
91018,2
82996,10
98820,1
44959,0
110991,4
135026,1
1152,5
72442,1
118925,1
103304,1
91856,1
75353,3
29822,1
79245,1
78710,1
91810,1
44539,1
73849,1
133592,1
44746,3
131923,3
110811,1
44253,2
36135,940
90038,1
20566,3
35475,1
110148,1
32589,1
109666,1
36164,1
66398,1
125105,3
82201,1
23931,3
85689,1
136203,1
77308,1
119223,2
74810,2
62152,2
114080,9
96171,0
19216,5
93014,1
100728,1
62908,1
14803,8
43453,1
19848,3
18455,7
73609,1
42073,1
11559,2
20055,34
110898,1
247,21
130812,1
70754,2
5167,5
49013,1
21222,2
43570,1
123376,1
119089,1
36239,1
60958,3
96046,1
24421,3
17399,3
32829,3
54644,1
70352,1
136493,2
99410,6
20851,2
18871,30
116862,3
70745,0
123496,1
61565,7
62798,119
65049,17
81976,6
51677,1
9814,3
32316,0
101404,9
131589,1
125245,1
68854,1
76097,7
121542,1
11035,2
62417,2
16630,2
117832,1
70332,0
124689,2
5541,4
49844,1
64571,1
27982,81
36997,0
15219,2
98283,1
56276,1
113660,4
13577,280
124240,1
31632,2
3035,16
49596,1
103972,3
4196,2
55187,1
39667,1
100240,6
105468,6
116797,1
74667,0
15168,6
39996,194
12828,2
26915,4
75743,1
56367,1
71802,55
77716,1
121154,1
48925,1
58475,1
54837,7
69778,1
35471,5
28818,1
134795,4
21457,2
8267,2
40692,1
122130,0
48531,3
9159,2
45831,1
123896,1
21998,16
53638,1
43894,1
128128,5
102260,1
24698,3
45321,5
16558,33
38390,1
13285,3
6298,590
29342,3
6198,2
1907,3
109495,14
104070,1
51882,4
39298,1
131560,2
49286,1
38638,2
41754,3
111303,1
2297,4
129559,11
121420,1
92929,1
114127,1
63610,4
112424,2
59597,1
133409,0
26437,2
56672,1
47858,9
98088,12
102524,1
10742,2
92570,1
105901,1
8871,2
133732,1
36081,1
36175,1
20932,13
105830,1
34276,10
115968,1
10717,2
42062,1
34192,1
83919,1
98556,7
119778,0
107623,0
35276,22
36758,1
50767,1
106909,1
69795,1
69599,1
35622,1
23646,10
106204,4
78756,1
28399,1
133959,4
135068,1
99623,3
27148,1
36754,2
120926,1
38428,1
86176,1
121030,1
107734,1
96117,8
21417,2
1157,5
64217,0
14779,6
15368,2
64411,3
14229,2
46612,1
1999,4
49268,90
94578,3
101487,1
58487,1
132458,1
12560,2
38077,1
64073,49
13222,4
91042,2
124042,1
82367,12
5417,1
79829,1
133566,26
53674,1
92174,1
64158,1
117012,3
24303,3
72015,2
56205,2
100891,1
34030,1
35156,0
133512,55
74479,4
134593,2
132653,1
19557,2
96097,4
39427,2
131731,1
132264,29
64783,16
122761,1
43132,10
69000,2
110129,1
86674,13
47229,34
69121,1
118628,0
125222,2
103664,4
11401,83
3760,8
113336,17
79725,0
25340,2
136218,39
77352,2
20737,2
66113,1
21698,2
67228,1
42125,1
6804,3
60382,1
35277,1
94693,1
15972,4
58781,1
111815,0
60944,1
31926,1
112146,15
120501,1
24080,45
68349,313
55130,2
135215,1
30730,1
47139,12
93026,3
27438,1
111473,2
114184,1
115239,1
133470,2
97517,1
109318,1
90044,1
130881,2
103172,4
17613,4
71872,1
11232,2
8590,10
82029,1
38511,4
81132,0
102592,6
33418,695
113464,2
78106,1
90707,13
43365,1
120553,2
973,39
1723,5
76352,1
86544,0
41912,1
33909,9
72486,1
24404,2
66996,35
127340,1
30709,1
18175,8
76953,17
35433,1
23255,2
50346,1
103272,1
134370,4
131616,1
3028,2
116957,3
65580,2
16404,3
3621,3
123113,1
110229,1
68788,0
7771,3
14579,2
9445,2
13475,20
31904,1
70022,2
126622,0
75401,1
104705,85
59600,2
8567,4
776,3
14350,14
86627,1
133191,1
98214,1
128739,3
19998,7
28650,1
17485,2
47169,1
14356,3
123900,9
65407,13
121191,1
124357,6
32225,7
80290,1
124595,1
82399,4
17486,2
5021,328
64835,11
67395,1
26216,6
20480,3
14808,4
97841,0
18924,2
46397,2
109380,1
134724,1
5677,4
68689,1
113923,1
68164,1
93373,2
18220,2
14626,3
110180,9
121507,2
104321,1
107630,4
92751,1
13047,3
63577,1
22178,2
76311,1
78848,1
63913,2
114056,1
29184,1
97980,1
44939,1
127211,1
67318,1
119741,152
71344,1
126655,2
24365,5
133716,3
21641,2
56166,1
84868,1
71255,1
84115,1
41524,4
100452,3
135106,1
18381,4
122017,2
40672,3
17737,3
127912,1
135855,1
87769,2
63154,0
66918,0
95140,5
54125,1
123641,1
6087,2
6591,5
32176,1
4240,2
75202,1
145,3
58367,1
59327,1
114739,1
35220,1
93467,1
72986,1
94350,2
116983,2
108512,1
120140,1
16211,2
96745,2
1727,3
37729,1
8233,2
94368,1
66743,2
115215,1
128893,1
73309,1538
86434,1
6541,26
64827,3
98382,1
92122,1
16690,6
69305,0
6384,2
1882,22
116099,1
110689,1
61923,1
117404,1
124192,2
58266,208
10986,1
19425,9
125773,1
72350,1
45617,37
83098,1
91731,1
45768,2
39023,1
43128,1
99847,3
45593,1
121802,1
7707,2
103004,1
81369,1
10198,2
115767,21
2921,4
100153,1
104093,9
32438,3
9723,2
98636,43
42857,4
2162,3
37019,8
80666,1
80487,5
117179,1
81345,4
1790,14
68822,1
124438,1
76839,10
105441,1
67410,1
121673,3
8913,2
128011,5
30477,1
109501,9
25029,2
60998,2
3856,3
60320,1
38092,3
106790,0
125896,1
67044,1
98797,1
81035,1
19635,2
81905,57
48699,1
19881,2
80323,1
60889,1
101237,2
49907,1
89877,26
122674,1
126469,1
27675,3
52623,1
85281,4
45039,1
51258,1
33542,1
33125,1
124406,1
17299,2
5951,2
9201,146
14005,2
46199,5
32177,5
104083,2
9216,2
510,135
101107,4
123767,1
65788,1
93942,5
86429,10
96835,2
43181,1
89699,1
9414,6
64699,15
44033,1
82042,4
109239,2
16629,2
126754,1
19904,2
44029,1
27948,1
47776,36
124972,3
77417,1
62496,3
65709,6
59566,1
57649,1
78839,1
17085,5
67133,1
16440,1
123085,6
123526,32
112536,1
95471,3
60197,4
93036,1
10296,3
133333,7
100144,1
65968,1
136758,1
68961,29
80723,5
70348,176
102749,1
105667,4
74255,0
122721,1
35432,1
62847,1
59410,1
11232,2
15755,2
5535,3
50461,1
56580,1
109257,3
136834,0
38992,3
75870,1
80170,1
31829,286
11694,13
93036,1
126144,1
29735,1
120595,1
51913,1
127918,0
112037,2
132269,1
39863,1
132367,1
77079,4
120270,1
111087,1
95378,1
58145,1
285,32
51773,1
36505,1
97029,1
13823,2
67512,1
71714,11
61486,2
82751,1
133787,1
108558,5
83697,1
42805,9
64911,1
49925,7
100153,1
3684,533
4439,2
94469,0
38925,1
45207,1
117703,4
6922,3
123257,3
97114,1
117030,1
25565,2
53742,2
129167,1
48401,16
116731,0
7947,1
84432,0
91628,1
41208,1
13146,2
131068,0
99010,1
37849,12
51501,0
113609,0
136020,9
131914,21
18449,2
74358,163
121131,1
64477,1
29906,1
96838,6
114606,1
135622,1
8105,2
117798,2
109574,1
64693,12
40762,3
116953,1
126581,1
2101,7
93493,1
35605,2
97463,1
77107,1
91476,1
31933,1
114907,4
63084,1
67674,1
43387,30
133253,19
94107,9
7205,2
105338,9
96490,4
10126,2
17421,1
119612,1
102294,1
108728,2
68659,1
9183,3
5282,4
17004,6
38048,1
134969,1
8415,3
66983,0
126431,1
23867,2
7463,5
78258,1
57055,4
81373,2
123910,1
117188,1
97320,2
105680,4
49710,36
29263,1
75708,1
63471,0
44697,1
96969,16
60316,1
54692,2
62416,0
81788,4
122831,2
63514,1
127964,2
15205,2
35814,1
129986,1
10213,4
115020,3
105492,4
33194,1
108432,1
53416,5
96460,2
109304,3
134709,1
112918,1
56682,13
121989,1
130159,1
47041,1
51452,1
93317,1
11840,2
88383,2
77133,12
28758,1
123377,1
30251,1
124281,1
7430,2
21712,123
58201,1
46544,4
124324,1
52362,2
124777,1
9788,25
47018,0
83315,1
1885,7
89606,3
84572,1
93652,1
45385,1
48574,1
110822,8
9711,2
9921,2
38350,0
83922,2
111822,1
135905,3449
5967,17
86922,1
72246,1
1875,4
110596,2
681,4
47500,1
101573,1
100219,1
86334,2
102866,1
89899,19
117504,2
32001,3
77868,1
73463,1
96596,1
24097,6
62555,4
17957,2
129995,1
73008,0
25084,3
54277,16
12040,3
119332,1
101064,1
17680,2
17146,66
14360,11
30208,29
91888,13
40855,1
100499,2
733,3
85704,9
113117,1
132967,2
112844,12
23911,2
56979,5
122620,1
124888,1
88274,1
83418,1
66382,2
45443,1
60615,1
110,21
4784,2
20766,2
45073,1
62831,9
108220,1
49030,2
113709,6
28017,1
5339,7
124688,1
70588,2
52730,1
75341,1
62946,1
26780,1
18605,7
38108,17
104743,5
102461,2
52603,9
52779,1
28306,1
106415,1
14709,2
45816,1
9347,6
17990,6
115187,11
34690,2
60707,1
3077,2
25834,1
127818,1
33078,1
99114,1
93548,1
128876,1
131108,20
88462,1
66298,1
104486,1
127848,2
61043,1
36892,1
113026,2
36868,1
133515,1
127754,1
128003,5
17562,2
50973,1
99738,1
97184,1
37649,1
34229,27
73606,1
24666,5
48423,1
76054,33
44877,0
101405,2
116371,1
1634,6
111431,1
18367,2
99202,15
28486,6
74923,1
66467,6
84859,1
42362,1
23453,2
6379,5
34297,2
104253,2
44545,17
68276,4
29367,4
96437,3
118504,2
32548,1
36237,5
33674,1
118141,1
95529,1
66362,1
49283,6
105013,0
11687,2
31708,1
105858,1
110184,1
28320,1
7177,4
109877,1
133551,2
30241,15
41580,1
129420,1
132224,1
103923,1
53623,573
117895,0
66261,1
135143,3
32650,1
5561,1
108598,1
95391,1
136133,1
45172,6
129429,291
133003,1
63115,2
50169,1
4393,19
56337,2
102074,1
33911,3
134391,3
109336,2
102118,2
103843,2
68343,2
92437,14
117564,13
75968,1
118285,1
109854,1
51075,1
16255,5
19772,2
19887,104
112677,1
90932,3
105504,1
997,10
110638,1
104880,1
7522,5
81752,2
6120,2
42894,4
123110,0
30223,1
82321,0
52142,2
86336,1
88900,1
73957,2
18731,4
112275,11
43989,1
108193,1
55718,1
108545,7
15030,2
85284,75
44767,2
6691,10
102120,1
127125,1
6828,47
45166,2
39721,1
127381,1
83194,3
124498,1
119214,1
124551,7
126937,1
81928,12
130308,1
123781,4
21098,2
130824,2
136007,1
73565,55
109791,4
84201,1
2896,3
114685,5
41251,3
58094,1
39087,1
5934,2
101806,489
75691,1
50340,1
93388,16
104232,1
52242,7
98679,1
3450,2
17926,3
52028,2
107692,2
25264,2
111374,1
95528,1
26185,1
96483,1
94455,2
92203,1
132315,1
42943,4
2891,2
35867,1
90142,5
31871,4
39483,1
108974,1
134549,16
76381,2
77653,2
65164,1
114170,55
45037,1
134637,1
1183,4
116239,2
50912,1
19764,18
44510,1
2659,2
61518,4
20518,2
97011,9
85210,1
42303,0
89762,2
43462,1
40936,2
67055,1
51835,3
76754,1
47433,1
124765,1
93789,1
99243,0
91747,2
77811,9
27894,1
50777,1
9219,2
59929,1
59353,1
99307,4
1237,4
103127,1
84697,1
70760,1
34928,1
73346,1
2480,3
123967,1
88290,1
120690,1
128259,2
80136,0
31768,2
26438,1
122625,2
42458,3
40588,5
130800,1
60795,1
101679,1
126024,204
40774,3
53370,0
57786,1
120131,1
69582,1
135811,1
131704,1
94051,1
22454,19
7446,2
97764,1
71113,1
616,9
128053,5
31893,17
120952,2
10702,8
52713,4
98849,1
60229,1
41249,227
31644,3
18538,1
66773,2
69204,1
8230,2
59322,1
24849,13
53464,1
16525,3
21908,1
18279,3
102170,1
85371,55
36280,0
70695,1
47562,14
56352,2
11926,2
82150,1
40718,1
3201,4
53373,3
107341,1
95016,344
34205,1
106209,2
2540,10
47994,6
99173,1
109311,1
92218,183
24558,14
111771,2
62870,0
116754,2
105359,1
113724,4
98520,1
134617,2
96846,15
110723,1
97964,2
69480,1
22868,2
130953,41
54,434
40064,1
87098,1
19102,9
133535,1
6906,1
67088,1
60027,11
91727,4
74356,5
53317,1
85730,3
1659,5
34103,1
101540,1
9991,8
16181,3
128103,7
9104,2
80871,1
121164,1
82225,2
60124,1
10837,3
15917,3
62781,78
14119,12
89158,1
28591,1
102324,26
89914,2
30772,2
13100,2
46954,1
9244,20
118066,1
109955,13
116386,1
101835,1
35100,3
78749,2
89217,1
52742,9
60226,1
41343,4
38918,1
85996,2
52882,5
111112,5
97044,1
121146,1
106295,7
135588,1
5668,2
42721,92
40910,0
61216,2
91330,1
20084,14
81897,9
8447,2
82644,1
28867,1
5646,16
53771,1
88245,1
100351,1
73619,8
71032,1
67327,1
68009,1
22829,36
120830,1
88102,1
131988,1
33607,3
90526,1
60664,1
27573,7
82865,1
109217,0
56639,3
14171,26
95755,9
81979,3
118594,1
127538,1
82357,32
67857,5
121299,4
120133,1
14724,47
117985,0
66521,3
128585,1
25559,8
128733,1
136145,1
70476,1
67716,3
73935,2
97617,11
33159,9
119145,0
35,1206
110819,1
131562,4
27098,1
131575,1
73152,232
113771,1
49615,1
27845,73
87897,2
131121,1
118504,2
4472,1
28650,1
6407,3
66737,1
17777,2
10717,2
106730,1
32107,1
55007,1
81996,1
14777,3
84973,1
89521,0
95649,10
47128,23
81035,1
134082,2
45206,12
105277,6
44100,1
18949,4
19137,2
39475,0
111351,2
51009,1
87531,11
102341,1
122399,1
87674,1
101679,1
71485,5
6497,2
83007,1
29210,1
44685,3
10670,2
126267,2
49285,1
58754,1
5776,999
109592,2
74073,11
33956,4
116597,1
55207,1
537,13
118401,1
94451,1
74831,1
13254,3
42698,1
1477,3
115924,79
75746,1
88169,1
90568,1
110273,1
134096,1
34266,1
36859,1
36992,5
51958,3
43256,1
75721,5
15755,2
28747,1
34772,6
108233,1
4297,1
89990,2
56598,1
25158,3
35171,1
83006,3
42476,1
10198,2
47413,2
109323,1
27541,1
78268,2
50537,1
109483,1
107796,1
122673,0
104722,4
62666,0
120140,1
39243,1
120660,2
18871,30
88306,2
90277,6
126205,1
83919,1
7445,2
30171,4
120415,2
99175,13
135234,1
51112,2
133113,3
99263,2
30187,1
60440,0
13440,3
93472,1
114921,2099
8775,7
109381,16
66509,2
26226,1
90110,1
16927,3
29116,1
29219,1
82508,1
10735,2
136370,5
40501,3
133406,3
36877,1
13602,1
137077,1
10749,2
120552,2
122680,5
6297,5
76977,0
117921,6
25180,2
130435,1
72176,2
113946,2
21763,131
105393,1
121531,1
2137,15
25712,6
4231,2
15009,2
23134,2
130693,1
101800,1
94673,2
32290,77
81548,2
73468,5
36059,5
110931,3
77805,0
19577,2
50573,34
3276,33
26911,227
81498,1
54269,1
7123,4
67059,2
103317,3
36817,1
46076,0
53716,1
21270,6
100556,1
24091,2
33403,0
8385,155
50286,0
5657,2
84923,1
134175,4
20199,3
48227,1
14667,2
91710,1
64982,1
56285,1
77257,1
19881,2
2611,2
107331,1
47362,1
2929,2
38650,1
116519,6
58673,1
124490,67
16149,808
99101,213
14596,4
69965,1
49837,3
53514,2
39533,6
112210,33
70741,1
86963,2
110135,1
17300,3
59057,1
5376,7
84414,1
44371,1
104407,1
41916,1
102069,3
116154,1
72202,4
5179,2
98655,1
31313,1
132676,1
10985,3
51655,2
69796,1
83075,12
54950,37
86635,263
95353,1
69043,1
81550,1
129882,1
125992,1
47641,2
60559,131
62105,1
126915,2
98115,0
69093,2
70983,2
91033,1
47164,3
115678,1
9905,2
86903,1
62332,9
58801,5
85792,9
66031,1
82116,1
19636,7
113068,1
68101,1
28308,0
102946,1
126206,4
3499,1
9711,2
73138,1
96406,2
112121,6
81272,0
31269,216
3665,3
42368,21
3851,3
57253,2
36467,1
114740,6
28007,1
135987,7
35645,2
133552,1
94217,0
107844,1
66848,1
113872,2
46854,1
34966,4
61440,1
47088,1
44299,1
134897,6
68086,1
64538,7
31723,1
126290,1
127700,1
47885,1
102742,3
117817,9
61588,1
118921,1
130138,87
44433,2
126531,1
95012,1
40649,15
113335,1
16918,2
21055,2
110605,1
9023,13
108453,1
77548,1
55544,1
78837,1
45109,1
13442,2
44868,1
26367,1
98483,1
37793,4
119303,1
93832,1
83538,5
39156,4
113681,1
80237,1
86635,263
44974,3
69551,3
59000,0
134205,1
13239,3
38717,2
89287,1
61082,38
114001,3
136780,1
61947,1
68259,1
65439,1
47623,1
95481,2
125435,4
16362,2
43672,1
121642,0
113440,2
53090,4
131519,1
28805,1
119721,1
71666,3
53599,1
131207,21
35271,1
18788,30
51103,10
120987,1
24946,2
24704,2
125280,2
39375,1
23221,3
7198,2
80075,1
108880,7
86118,3
45911,1
106756,2
58987,8
119265,4
70857,37
25917,7
27434,1
117277,1
69221,1
126219,5
100373,1
74540,1
93631,1
2166,3
107992,1
131897,1
36781,1
19350,15
92598,15
74000,1
83302,1
105337,1
112813,8
109947,0
47089,3
11880,2
62682,1
24620,2
113757,1
45521,1
96982,1
68956,1
90659,2
73312,2
103195,1
70954,7
132568,1
37049,3
125690,1
57129,1
3666,11
123408,1
23940,29
116049,1
61854,1
3792,7
110825,70
124326,1
128497,1
26371,9
63132,1
108693,5
27234,1
68613,1
7881,2
109331,2
115158,6
133581,64
116990,14
37620,1
29219,1
127983,5
133417,1
104958,1
92007,5
49039,1
84028,1
56148,2
87043,1
17483,7
107224,1
4071,2
72287,1
35404,1
75364,1
111693,2
41214,1
33280,2
82546,1
123785,59
99328,1
26173,1
43458,0
69438,1
105964,12
134180,1
61254,1
42027,1
88354,1
24362,3
13998,6
37110,2
17107,4
91806,1
3117,210
56749,2
62441,5
123441,81
115909,3
27635,2
126898,2
26343,1
3245,2
8425,2
40961,25
62020,1
123404,3
2478,10
13053,2
5180,2
104191,1
66670,1
25681,6
126910,1
130963,0
70195,1
108689,0
135974,3
106708,1
30239,69
111546,29
81523,1
58310,0
39395,1
34919,1
63022,1
72856,2
103973,1
78105,2
94484,1
112743,55
111239,1
38392,1
134592,1
123017,1
91866,1
38135,0
134091,23
65308,1
77238,85
39879,1
41672,1
42633,2
18075,7
120487,0
71342,1
64996,1
64932,1
56051,1
19847,3
106269,1
99728,2
73388,1
32137,1
105945,1
6505,40
131159,4
18882,2
60104,3
79419,58
51600,1
114189,1
31976,2
131600,1
42276,0
107265,2
82349,63
121895,1
113076,1
43432,1
16512,2
15508,3
27614,2
26842,1
76891,2
40985,1
91822,1
68082,1
46289,4
59248,1
25332,4
82972,4
90265,7
68105,8
25580,5
110068,1
76778,1
110792,343
94375,1
11140,3
136600,1
89202,17
120399,1
113509,32
111572,15
115688,20
97780,2
9238,11
62566,260
107612,1
57707,1
73074,5
109056,1
84625,1
56224,261
93531,4
127720,1
79840,3
91137,2
68323,8
115032,1
31416,1
34471,2
8647,88
68551,1
69644,1
71593,1
4356,1
44268,1
66196,1
116430,1
47972,0
34993,10
130297,4
92863,31
72793,3
49508,1
78062,31
129975,11
131709,3
72949,1
92149,1
128012,5
106843,1
18398,2
105949,2
40496,1
87337,1
66116,1
108919,1
77892,1
45401,1
108564,9
62945,2
113782,1
6571,8
90234,1
36674,1
19164,5
18536,2
27007,3
51360,25
72901,1
44750,1
18446,2
55515,1
18170,2
133213,1
72529,2
36971,169
118572,1
125009,1
132867,4
85613,1
1652,14
71727,1
9265,2
45591,0
58634,150
42704,1
129416,2
18590,2
21140,2
27471,2
40834,21
128373,1
35726,1
103949,16
106877,1
78217,1
44847,1
27828,2
134066,1
52040,1
8225,4
75851,2
56279,14
42364,0
12199,2
3524,2
132364,6
104262,1
87460,1
22379,2
57615,3
7949,9
97467,1
77223,1
109023,1
120328,1
87617,0
132630,1
121909,1
44367,3
133821,1
53849,5
23022,2
30398,1
98975,1
1901,3
91493,2
86467,1
63276,1
85400,1
829,3
33552,5
57407,1
6150,3
61108,2
128015,5
114917,1
36669,11
2380,11
63725,4
69464,11
131202,1
47549,1
101500,1
7138,6
29737,2
40191,1
121155,1
29377,3
133471,2
21846,6
25244,2
29868,1
62277,4
32783,1
6978,85
53619,1
96903,1
101160,2
31402,5
5058,3
77758,1
11764,5
51729,2
94434,8
106745,1
68525,1
131413,933
9523,2
18073,5
58983,5
109345,1
50496,2
99430,4
59237,2
129575,2
52064,1
52132,9
53743,1
96205,1
4504,1
3549,2
22798,2171
27935,1
23764,6
98888,1
73277,4
93001,17
18426,2
65196,9
122438,0
36035,27
113045,2
110280,1
101993,3
125421,1
3792,7
580,4
22289,2
81895,39
23612,115
135385,6
82953,1
106288,7
42917,1
32628,6
46965,1
112106,4
87714,2
84798,3
45472,1
116533,2
74497,1
83061,1
28301,1
64867,5
48031,1
109797,1
87272,2
45711,1
118942,1
46829,8
37881,1
57999,1
24533,8
83685,1
73158,1
52313,1
48550,2
47457,33
17798,2
135753,14
101127,1
38708,2
52208,2
128440,14
70421,1
113196,0
18837,2
114092,1
10182,3
124512,1
42713,2
88540,1
110735,4
113648,0
64875,5
33102,90
57477,1
80970,1
38716,1
31302,3
123607,1
130772,1
61653,1
46471,1
23306,5
68994,6
136257,1
101430,1
126885,1
53147,1
3226,4
109900,2
42875,1
37778,3
97844,3
22226,40
116215,1
102466,1
35227,3
120836,1
13806,2
45471,1
53899,0
127249,1
133728,1
82850,1
26517,2
79898,1
75897,1
75554,1
91074,0
88678,1
76329,1
47124,1
134093,1
6582,4
130618,1
123749,7
84222,1
73610,1
103798,1
79360,1
88063,0
90734,1
44932,1
29913,1
124713,1
54914,1
69234,2
26653,7
42014,2
84437,1
90823,4
26321,1
69593,1808
108907,10
77122,1
42427,3
59100,1
77415,1
7943,3
1473,3
78001,1
54780,1
96433,2
20046,2
17958,4
36125,2
49200,1
101442,1
120422,3
123765,7
121441,4
11559,2
71286,0
113955,10
61818,2
19204,2
108997,4
105876,1
26669,1
132830,2
71689,1
103734,3
90429,11
72010,24
9187,5
57352,17
50508,1
54424,1
109649,1
8577,3
103917,2
5877,1
95464,1
103047,3
106751,3
87182,11
47900,6
20258,1
48105,1
123592,1
74591,22
82448,1
28854,1
39915,1
30247,3
63828,1
72552,5
21422,2
95784,1
81942,2
40713,1
1380,3
39301,1
6426,2
117359,9
91066,1
18422,2
101392,20
85251,1
134349,1
113775,1
18775,2
116586,1
124271,2
77441,1
135690,1
52142,2
89761,3
35757,2
55472,1
130465,1
127616,0
131945,1
36956,11
67669,1
726,24
53737,2
87614,0
125913,1
78304,0
123057,3
41867,1
47126,0
110503,1
54997,1
128517,1
122779,2
76392,2
107299,2
40199,2
66424,7
27338,31
69362,1
22393,4
15782,2
114772,1
33270,3
98434,0
33773,5
111033,62
77968,1
46601,6
77652,3
70971,1
20890,4
36200,1
14849,1
56562,1
10075,3
46897,1
2820,2
111761,1
81527,3
107282,2
110858,1
45223,2
79509,1
122093,1
796,3
13682,34
19556,2
100927,1
2538,10
76625,5
98828,23
132264,29
46329,3
108468,263
83050,1
67472,1
52234,10
14417,2
106607,19
23965,2
135923,2
43779,1
22659,6
11258,2
23463,2
127992,5
127869,2
59791,4
83665,1
25628,5
18759,92
112019,1
72379,2
21972,2
94183,1
95734,1
19730,2
136833,0
97673,5
122161,1
122507,1
67203,1
54006,2
87997,1
123235,3
6032,38
84893,2
121856,1
88052,1
136893,3
118103,1
12081,2
94812,2
124777,1
21478,2
116723,1
105861,16
10755,2
82412,1
19954,3
125,11
105693,1
25588,2
90441,1
95766,1
61894,4
103807,6
9631,3
128224,2
94841,1
31702,1
37527,1
98146,1
118989,1
41908,1
120007,1
